"Method","Time (ms)","Own Time (ms)"
"java.lang.reflect.Method.invoke(Object, Object[]) Method.java","557","0"
"sun.reflect.DelegatingMethodAccessorImpl.invoke(Object, Object[]) DelegatingMethodAccessorImpl.java","557","0"
"sun.reflect.NativeMethodAccessorImpl.invoke(Object, Object[]) NativeMethodAccessorImpl.java","557","0"
"sun.reflect.NativeMethodAccessorImpl.invoke0(Method, Object, Object[]) NativeMethodAccessorImpl.java (native)","557","0"
"eu.prismacloud.primitives.grs.bench.generated.SetupEncodingBenchmark_measureSetupEncoding_jmhTest.measureSetupEncoding_SingleShotTime(InfraControl, ThreadParams) SetupEncodingBenchmark_measureSetupEncoding_jmhTest.java","535","0"
"java.lang.Thread.run() Thread.java","535","0"
"java.util.concurrent.Executors$RunnableAdapter.call() Executors.java","535","0"
"java.util.concurrent.FutureTask.run() FutureTask.java","535","0"
"java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor$Worker) ThreadPoolExecutor.java","535","0"
"java.util.concurrent.ThreadPoolExecutor$Worker.run() ThreadPoolExecutor.java","535","0"
"org.openjdk.jmh.runner.BenchmarkHandler$BenchmarkTask.call() BenchmarkHandler.java","535","0"
"org.openjdk.jmh.runner.BenchmarkHandler$BenchmarkTask.call() BenchmarkHandler.java","535","0"
"java.math.BigInteger.nextProbablePrime() BigInteger.java","519","11"
"eu.prismacloud.primitives.grs.bench.generated.SetupEncodingBenchmark_measureSetupEncoding_jmhTest.measureSetupEncoding_ss_jmhStub(InfraControl, RawResults, BenchmarkParams, IterationParams, ThreadParams, Blackhole, Control, int, int, SetupEncodingBenchmark_jmhType) SetupEncodingBenchmark_measureSetupEncoding_jmhTest.java","511","0"
"eu.prismacloud.primitives.grs.bench.SetupEncodingBenchmark.measureSetupEncoding(Blackhole) SetupEncodingBenchmark.java","511","0"
"java.math.BigInteger.primeToCertainty(int, Random) BigInteger.java","504","11"
"java.math.BigInteger.passesMillerRabin(int, Random) BigInteger.java","493","22"
"java.math.BigInteger.modPow(BigInteger, BigInteger) BigInteger.java","343","0"
"java.math.BigInteger.oddModPow(BigInteger, BigInteger) BigInteger.java","343","68"
"org.openjdk.jmh.runner.ForkedMain.main(String[]) ForkedMain.java","229","0"
"java.lang.ClassLoader.loadClass(String, boolean) ClassLoader.java","109","7"
"java.lang.ClassLoader.loadClass(String) ClassLoader.java","109","0"
"sun.misc.Launcher$AppClassLoader.loadClass(String, boolean) Launcher.java","109","0"
"org.openjdk.jmh.runner.link.BinaryLinkClient.<init>(String, int) BinaryLinkClient.java","99","1"
"java.math.BigInteger.leftShift(int[], int, int) BigInteger.java","99","79"
"java.math.BigInteger.<init>(int, Random) BigInteger.java","86","7"
"java.net.URLClassLoader.findClass(String) URLClassLoader.java","80","0"
"java.net.URLClassLoader$1.run() URLClassLoader.java","80","0"
"java.net.URLClassLoader$1.run() URLClassLoader.java","80","0"
"java.security.AccessController.doPrivileged(PrivilegedExceptionAction, AccessControlContext) AccessController.java (native)","80","0"
"java.net.URLClassLoader.defineClass(String, Resource) URLClassLoader.java","73","0"
"org.openjdk.jmh.runner.ForkedRunner.run() ForkedRunner.java","72","0"
"java.io.ObjectInputStream.<clinit>() ObjectInputStream.java","66","0"
"java.security.SecureClassLoader.defineClass(String, byte[], int, int, CodeSource) SecureClassLoader.java","65","0"
"java.math.MutableBigInteger.normalize() MutableBigInteger.java","64","64"
"org.openjdk.jmh.runner.BaseRunner.doSingle(BenchmarkParams, ActionMode, IterationResultAcceptor) BaseRunner.java","60","0"
"org.openjdk.jmh.runner.BaseRunner.runBenchmark(BenchmarkParams, IterationResultAcceptor) BaseRunner.java","60","0"
"org.openjdk.jmh.runner.BaseRunner.runBenchmarksForked(ActionPlan, IterationResultAcceptor) BaseRunner.java","60","0"
"java.math.BigInteger.<init>(int, byte[]) BigInteger.java","58","17"
"org.openjdk.jmh.runner.link.BinaryLinkClient.handshake() BinaryLinkClient.java","57","0"
"java.lang.invoke.MethodHandles$Lookup.getDirectMethodCommon(byte, Class, MemberName, boolean, boolean, Class) MethodHandles.java","55","0"
"java.lang.Class.forName(String) Class.java","53","0"
"java.lang.Class.forName0(String, boolean, ClassLoader, Class) Class.java (native)","53","0"
"java.io.ObjectInputStream.readObject() ObjectInputStream.java","51","0"
"java.io.ObjectInputStream.readObject0(boolean) ObjectInputStream.java","51","0"
"java.io.ObjectInputStream.readOrdinaryObject(boolean) ObjectInputStream.java","51","0"
"org.openjdk.jmh.runner.link.BinaryLinkClient.readFrame() BinaryLinkClient.java","51","0"
"java.io.ObjectInputStream.readClassDesc(boolean) ObjectInputStream.java","51","0"
"java.io.ObjectInputStream.readNonProxyDesc(boolean) ObjectInputStream.java","51","0"
"java.io.ObjectStreamClass.initNonProxy(ObjectStreamClass, Class, ClassNotFoundException, ObjectStreamClass) ObjectStreamClass.java","51","0"
"java.lang.invoke.DirectMethodHandle.make(byte, Class, MemberName) DirectMethodHandle.java","48","0"
"java.lang.invoke.DirectMethodHandle.makePreparedLambdaForm(MethodType, int) DirectMethodHandle.java","48","5"
"java.lang.invoke.DirectMethodHandle.preparedLambdaForm(MethodType, int) DirectMethodHandle.java","48","0"
"java.lang.invoke.DirectMethodHandle.preparedLambdaForm(MemberName) DirectMethodHandle.java","48","0"
"java.security.AccessController.doPrivileged(PrivilegedAction) AccessController.java (native)","47","0"
"java.lang.invoke.MethodHandleNatives.linkMethodHandleConstant(Class, int, Class, String, Object) MethodHandleNatives.java","43","0"
"java.io.ObjectInputStream.defaultReadFields(Object, ObjectStreamClass) ObjectInputStream.java","40","0"
"java.io.ObjectInputStream.readSerialData(Object, ObjectStreamClass) ObjectInputStream.java","40","0"
"java.lang.invoke.LambdaForm.<clinit>() LambdaForm.java","39","8"
"java.lang.invoke.MethodHandles$Lookup.getDirectMethodForConstant(byte, Class, MemberName) MethodHandles.java","39","0"
"java.lang.invoke.MethodHandles$Lookup.getDirectMethodNoSecurityManager(byte, Class, MemberName, Class) MethodHandles.java","39","0"
"java.lang.invoke.MethodHandles$Lookup.linkMethodHandleConstant(byte, Class, String, Object) MethodHandles.java","39","0"
"java.io.ObjectStreamClass.<init>(Class) ObjectStreamClass.java","37","0"
"java.io.ObjectStreamClass.lookup(Class, boolean) ObjectStreamClass.java","37","0"
"sun.launcher.LauncherHelper.checkAndLoadMain(boolean, int, String) LauncherHelper.java","37","0"
"java.lang.ClassLoader.defineClass(String, byte[], int, int, ProtectionDomain) ClassLoader.java","36","0"
"java.lang.ClassLoader.defineClass1(String, byte[], int, int, ProtectionDomain, String) ClassLoader.java (native)","36","36"
"org.openjdk.jmh.runner.BenchmarkHandler.<init>(OutputFormat, Options, BenchmarkParams) BenchmarkHandler.java","36","0"
"org.openjdk.jmh.util.ClassUtils.loadClass(String) ClassUtils.java","36","0"
"java.lang.Number.<init>() Number.java","35","23"
"java.math.BigInteger.addOne(int[], int, int, int) BigInteger.java","32","32"
"java.net.URLClassLoader.getPermissions(CodeSource) URLClassLoader.java","29","0"
"java.security.Permissions.add(Permission) Permissions.java","29","29"
"java.security.SecureClassLoader.getProtectionDomain(CodeSource) SecureClassLoader.java","29","0"
"sun.misc.Launcher$AppClassLoader.getPermissions(CodeSource) Launcher.java","29","0"
"java.lang.invoke.MethodHandles$Lookup.findStatic(Class, String, MethodType) MethodHandles.java","27","0"
"java.lang.invoke.MethodHandles$Lookup.getDirectMethod(byte, Class, MemberName, Class) MethodHandles.java","27","0"
"java.lang.invoke.DirectMethodHandle.make(Class, MemberName) DirectMethodHandle.java","27","0"
"java.lang.invoke.InvokerBytecodeGenerator.generateCustomizedCode(LambdaForm, MethodType) InvokerBytecodeGenerator.java","27","0"
"java.lang.invoke.InvokerBytecodeGenerator.generateCustomizedCodeBytes() InvokerBytecodeGenerator.java","27","0"
"java.lang.invoke.LambdaForm.compileToBytecode() LambdaForm.java","27","0"
"java.io.ObjectStreamClass$3.run() ObjectStreamClass.java","26","0"
"java.io.ObjectStreamClass$3.run() ObjectStreamClass.java","26","0"
"java.lang.Class.getDeclaredField(String) Class.java","25","17"
"org.openjdk.jmh.runner.BaseRunner.runBenchmark(BenchmarkParams, BenchmarkHandler, IterationResultAcceptor) BaseRunner.java","24","0"
"java.math.BigInteger.montReduce(int[], int[], int, int) BigInteger.java","23","0"
"java.lang.reflect.Constructor.newInstance(Object[]) Constructor.java","23","0"
"sun.reflect.DelegatingConstructorAccessorImpl.newInstance(Object[]) DelegatingConstructorAccessorImpl.java","23","0"
"sun.reflect.NativeConstructorAccessorImpl.newInstance(Object[]) NativeConstructorAccessorImpl.java","23","0"
"sun.reflect.NativeConstructorAccessorImpl.newInstance0(Constructor, Object[]) NativeConstructorAccessorImpl.java (native)","23","0"
"java.lang.invoke.BoundMethodHandle.<clinit>() BoundMethodHandle.java","23","0"
"java.lang.invoke.BoundMethodHandle$SpeciesData.<clinit>() BoundMethodHandle.java","23","0"
"java.lang.invoke.BoundMethodHandle$SpeciesData.initForBootstrap() BoundMethodHandle.java","23","0"
"java.lang.invoke.LambdaForm.createIdentityForms() LambdaForm.java","23","0"
"java.math.BigInteger.implMontgomerySquare(int[], int[], int, long, int[]) BigInteger.java","23","0"
"java.math.BigInteger.implSquareToLen(int[], int, int[], int) BigInteger.java","23","2"
"java.math.BigInteger.montgomerySquare(int[], int[], int, long, int[]) BigInteger.java","23","0"
"java.math.BigInteger.squareToLen(int[], int, int[]) BigInteger.java","23","0"
"java.io.ObjectStreamClass.computeDefaultSUID(Class) ObjectStreamClass.java","21","0"
"java.io.ObjectStreamClass.getSerialVersionUID() ObjectStreamClass.java","21","0"
"java.io.ObjectStreamClass.invokeReadObject(Object, ObjectInputStream) ObjectStreamClass.java","21","0"
"java.io.ObjectStreamClass$2.run() ObjectStreamClass.java","21","0"
"java.io.ObjectStreamClass$2.run() ObjectStreamClass.java","21","0"
"java.security.MessageDigest.getInstance(String) MessageDigest.java","21","0"
"java.security.Security.getImpl(String, String, String) Security.java","21","0"
"java.util.ArrayList.readObject(ObjectInputStream) ArrayList.java","21","0"
"sun.security.jca.GetInstance.getInstance(String, Class, String) GetInstance.java","21","0"
"java.math.MutableBigInteger.divide(MutableBigInteger, MutableBigInteger, boolean) MutableBigInteger.java","21","0"
"java.math.MutableBigInteger.divide(MutableBigInteger, MutableBigInteger) MutableBigInteger.java","21","0"
"java.math.MutableBigInteger.divideKnuth(MutableBigInteger, MutableBigInteger, boolean) MutableBigInteger.java","21","0"
"java.math.MutableBigInteger.divideOneWord(int, MutableBigInteger) MutableBigInteger.java","21","21"
"java.lang.invoke.InvokerBytecodeGenerator.isStaticallyInvocable(MemberName) InvokerBytecodeGenerator.java","20","0"
"java.math.BigInteger.randomBits(int, Random) BigInteger.java","20","7"
"java.math.BigInteger.montgomeryMultiply(int[], int[], int[], int, long, int[]) BigInteger.java","19","7"
"java.io.ObjectStreamClass.getSerializableConstructor(Class) ObjectStreamClass.java","18","0"
"sun.reflect.MethodAccessorGenerator.generate(Class, String, Class[], Class, Class[], int, boolean, boolean, Class) MethodAccessorGenerator.java","18","7"
"sun.reflect.MethodAccessorGenerator.generateSerializationConstructor(Class, Class[], Class[], int, Class) MethodAccessorGenerator.java","18","0"
"sun.reflect.ReflectionFactory.generateConstructor(Class, Constructor) ReflectionFactory.java","18","0"
"sun.reflect.ReflectionFactory.newConstructorForSerialization(Class, Constructor) ReflectionFactory.java","18","0"
"java.io.ObjectOutputStream.writeObject(Object) ObjectOutputStream.java","17","0"
"java.io.ObjectOutputStream.writeObject0(Object, boolean) ObjectOutputStream.java","17","9"
"org.openjdk.jmh.runner.link.BinaryLinkClient.pushFrame(Serializable) BinaryLinkClient.java","17","0"
"com.sun.proxy.$Proxy5.<clinit>()","17","0"
"java.lang.reflect.Proxy.newProxyInstance(ClassLoader, Class[], InvocationHandler) Proxy.java","17","0"
"org.openjdk.jmh.infra.BenchmarkParams.<clinit>() BenchmarkParams.java","17","0"
"org.openjdk.jmh.util.Utils.check(Class, String) Utils.java","17","0"
"org.openjdk.jmh.util.Utils.check(Class, String[]) Utils.java","17","0"
"org.openjdk.jmh.util.Utils.getOffset(Class, String) Utils.java","17","0"
"java.math.MutableBigInteger.<init>() MutableBigInteger.java","16","16"
"eu.prismacloud.primitives.grs.bench.generated.SetupEncodingBenchmark_measureSetupEncoding_jmhTest._jmh_tryInit_f_setupencodingbenchmark0_G(InfraControl) SetupEncodingBenchmark_measureSetupEncoding_jmhTest.java","16","0"
"eu.prismacloud.primitives.grs.bench.SetupEncodingBenchmark.setup() SetupEncodingBenchmark.java","16","8"
"org.openjdk.jmh.runner.BenchmarkHandler.runIteration(BenchmarkParams, IterationParams, boolean) BenchmarkHandler.java","16","16"
"java.lang.invoke.DirectMethodHandle.make(MemberName) DirectMethodHandle.java","15","0"
"java.math.BigInteger.getLowestSetBit() BigInteger.java","15","15"
"java.lang.Object.clone() Object.java (native)","15","15"
"java.lang.invoke.CallSite.<clinit>() CallSite.java","15","0"
"java.lang.invoke.MethodHandle.asCollector(Class, int) MethodHandle.java","15","0"
"java.lang.invoke.MethodHandle.setVarargs(MemberName) MethodHandle.java","15","0"
"java.lang.invoke.MethodHandleImpl.makeArrays() MethodHandleImpl.java","15","0"
"java.lang.invoke.MethodHandleImpl.makeVarargsCollector(MethodHandle, Class) MethodHandleImpl.java","15","0"
"java.lang.invoke.MethodHandleImpl.varargsArray(int) MethodHandleImpl.java","15","0"
"java.lang.invoke.MethodHandleImpl.varargsArray(Class, int) MethodHandleImpl.java","15","0"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector.<init>(MethodHandle, Class) MethodHandleImpl.java","15","0"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector.<init>(MethodType, MethodHandle, Class) MethodHandleImpl.java","15","0"
"java.lang.invoke.MethodHandleImpl$Lazy.<clinit>() MethodHandleImpl.java","15","0"
"java.lang.invoke.MethodHandleNatives.linkCallSite(Object, Object, Object, Object, Object, Object[]) MethodHandleNatives.java","15","0"
"java.lang.invoke.MethodHandleNatives.linkCallSiteImpl(Class, MethodHandle, String, MethodType, Object, Object[]) MethodHandleNatives.java","15","0"
"java.lang.Double.toString(double) Double.java","15","0"
"java.lang.String.valueOf(double) String.java","15","0"
"java.security.Provider.<init>(String, double, String) Provider.java","15","0"
"java.security.Provider.putId() Provider.java","15","0"
"sun.misc.FloatingDecimal.<clinit>() FloatingDecimal.java","15","15"
"sun.security.jca.ProviderList.<clinit>() ProviderList.java","15","0"
"sun.security.jca.ProviderList$1.<init>(String, double, String) ProviderList.java","15","0"
"sun.security.jca.Providers.<clinit>() Providers.java","15","0"
"java.lang.ClassLoader.findBootstrapClass(String) ClassLoader.java (native)","14","14"
"java.lang.ClassLoader.findBootstrapClassOrNull(String) ClassLoader.java","14","0"
"java.math.BigInteger.compareTo(BigInteger) BigInteger.java","13","6"
"java.util.Random.nextBytes(byte[]) Random.java","12","7"
"java.lang.invoke.BoundMethodHandle$Factory.makeCbmhCtor(Class, String) BoundMethodHandle.java","12","0"
"java.lang.invoke.BoundMethodHandle$Factory.makeCtors(Class, String, MethodHandle[]) BoundMethodHandle.java","12","0"
"java.math.BigInteger.materialize(int[], int) BigInteger.java","11","11"
"java.math.BigInteger.primitiveLeftShift(int[], int, int) BigInteger.java","11","11"
"java.math.BigInteger.mulAdd(int[], int[], int, int, int) BigInteger.java","11","11"
"java.util.concurrent.ThreadLocalRandom.current() ThreadLocalRandom.java","11","11"
"java.lang.Object.<init>() Object.java","11","11"
"java.lang.Class.getName() Class.java","11","0"
"java.lang.Class.getName0() Class.java (native)","11","11"
"org.openjdk.jmh.runner.link.BinaryLinkClient.requestPlan() BinaryLinkClient.java","11","0"
"java.lang.Class.getSimpleName() Class.java","11","11"
"java.lang.Class.isAnonymousClass() Class.java","11","0"
"java.lang.invoke.BoundMethodHandle$Factory.makeGetter(Class, String, int) BoundMethodHandle.java","11","0"
"java.lang.invoke.BoundMethodHandle$Factory.makeGetters(Class, String, MethodHandle[]) BoundMethodHandle.java","11","0"
"java.lang.invoke.DirectMethodHandle.maybeCompile(LambdaForm, MemberName) DirectMethodHandle.java","11","0"
"java.lang.invoke.DirectMethodHandle.preparedFieldLambdaForm(MemberName) DirectMethodHandle.java","11","0"
"java.lang.invoke.MethodHandles$Lookup.findGetter(Class, String, Class) MethodHandles.java","11","0"
"java.lang.invoke.MethodHandles$Lookup.getDirectField(byte, Class, MemberName) MethodHandles.java","11","0"
"java.lang.invoke.MethodHandles$Lookup.getDirectFieldCommon(byte, Class, MemberName, boolean) MethodHandles.java","11","0"
"sun.reflect.ClassFileAssembler.emitConstantPoolUTF8(String) ClassFileAssembler.java","10","0"
"sun.reflect.UTF8.encode(String) UTF8.java","10","0"
"sun.reflect.UTF8.utf8Length(String) UTF8.java","10","10"
"java.lang.invoke.DelegatingMethodHandle.<init>(MethodType, MethodHandle) DelegatingMethodHandle.java","9","0"
"java.lang.invoke.DelegatingMethodHandle.chooseDelegatingForm(MethodHandle) DelegatingMethodHandle.java","9","0"
"java.lang.invoke.DelegatingMethodHandle.makeReinvokerForm(MethodHandle, int, Object, String, boolean, LambdaForm$NamedFunction, LambdaForm$NamedFunction) DelegatingMethodHandle.java","9","0"
"java.lang.invoke.DelegatingMethodHandle.makeReinvokerForm(MethodHandle, int, Object, LambdaForm$NamedFunction) DelegatingMethodHandle.java","9","0"
"java.lang.invoke.Invokers.basicInvoker() Invokers.java","9","0"
"java.lang.invoke.LambdaForm$Name.<init>(MethodType, Object[]) LambdaForm.java","9","0"
"java.lang.invoke.LambdaForm$NamedFunction.<init>(MethodType) LambdaForm.java","9","0"
"java.lang.invoke.MethodHandleImpl.makeIntrinsic(MethodHandle, MethodHandleImpl$Intrinsic) MethodHandleImpl.java","9","0"
"java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle.<init>(MethodHandle, MethodHandleImpl$Intrinsic) MethodHandleImpl.java","9","0"
"java.lang.invoke.MethodType.parameterArray() MethodType.java","9","0"
"java.io.ObjectStreamClass.getDeclaredSUID(Class) ObjectStreamClass.java","8","0"
"java.lang.Class.checkMemberAccess(int, Class, boolean) Class.java","8","8"
"eu.prismacloud.primitives.zkpgs.parameters.GraphEncodingParameters.<init>(int, int, int, int, int) GraphEncodingParameters.java","7","0"
"org.openjdk.jmh.runner.ForkedRunner$1.accept(IterationResult) ForkedRunner.java","7","0"
"org.openjdk.jmh.runner.link.BinaryLinkClient.pushResults(IterationResult) BinaryLinkClient.java","7","0"
"java.math.BigInteger.bitLengthForInt(int) BigInteger.java","7","7"
"java.lang.ClassLoader.checkName(String) ClassLoader.java","7","0"
"java.lang.ClassLoader.findLoadedClass(String) ClassLoader.java","7","0"
"java.lang.invoke.LambdaForm$NamedFunction.initializeInvokers() LambdaForm.java","7","0"
"java.lang.invoke.MemberName.getMethodType() MemberName.java","7","0"
"java.lang.invoke.MethodType.fromMethodDescriptorString(String, ClassLoader) MethodType.java","7","0"
"java.lang.String.indexOf(int, int) String.java","7","7"
"java.lang.String.indexOf(int) String.java","7","0"
"sun.invoke.util.BytecodeDescriptor.parseMethod(String, ClassLoader) BytecodeDescriptor.java","7","0"
"sun.invoke.util.BytecodeDescriptor.parseMethod(String, int, int, ClassLoader) BytecodeDescriptor.java","7","0"
"sun.invoke.util.BytecodeDescriptor.parseSig(String, int[], int, ClassLoader) BytecodeDescriptor.java","7","0"
"sun.misc.URLClassPath.getLoader(int) URLClassPath.java","7","0"
"sun.misc.URLClassPath.getLoader(URL) URLClassPath.java","7","0"
"sun.misc.URLClassPath.getNextLoader(int[], int) URLClassPath.java","7","0"
"sun.misc.URLClassPath.getResource(String, boolean) URLClassPath.java","7","0"
"sun.misc.URLClassPath$3.run() URLClassPath.java","7","0"
"sun.misc.URLClassPath$3.run() URLClassPath.java","7","0"
"sun.misc.URLClassPath$JarLoader.<init>(URL, URLStreamHandler, HashMap, AccessControlContext) URLClassPath.java","7","0"
"sun.misc.URLClassPath$JarLoader.ensureOpen() URLClassPath.java","7","0"
"sun.misc.URLClassPath$JarLoader.getJarFile(URL) URLClassPath.java","7","7"
"sun.misc.URLClassPath$JarLoader$1.run() URLClassPath.java","7","0"
"sun.misc.URLClassPath$JarLoader$1.run() URLClassPath.java","7","0"
"java.lang.invoke.MethodHandleNatives.findMethodHandleType(Class, Class[]) MethodHandleNatives.java","7","7"
"java.util.zip.Inflater.inflate(byte[], int, int) Inflater.java","7","0"
"java.util.zip.Inflater.inflateBytes(long, byte[], int, int) Inflater.java (native)","7","7"
"java.util.zip.InflaterInputStream.read(byte[], int, int) InflaterInputStream.java","7","0"
"org.openjdk.jmh.results.Result.<clinit>() Result.java","7","0"
"sun.misc.Resource.getBytes() Resource.java","7","0"
"java.math.BigInteger.compareMagnitude(BigInteger) BigInteger.java","6","6"
"java.lang.invoke.DirectMethodHandle$Lazy.<clinit>() DirectMethodHandle.java","6","0"
"java.lang.invoke.InvokerBytecodeGenerator.classFilePrologue() InvokerBytecodeGenerator.java","6","0"
"java.lang.invoke.LambdaForm$NamedFunction.resolve() LambdaForm.java","6","0"
"jdk.internal.org.objectweb.asm.ClassWriter.<init>(int) ClassWriter.java","6","6"
"java.lang.invoke.MethodHandleImpl.findCollector(String, int, Class, Class[]) MethodHandleImpl.java","6","0"
"java.lang.invoke.MethodType.genericMethodType(int) MethodType.java","6","0"
"java.lang.invoke.MethodType.genericMethodType(int, boolean) MethodType.java","6","6"
"java.lang.Class.newInstance() Class.java","6","0"
"sun.security.jca.ProviderConfig.doLoadProvider() ProviderConfig.java","6","0"
"sun.security.jca.ProviderConfig.getProvider() ProviderConfig.java","6","0"
"sun.security.jca.ProviderConfig$2.run() ProviderConfig.java","6","0"
"sun.security.jca.ProviderConfig$2.run() ProviderConfig.java","6","0"
"sun.security.jca.ProviderList.getProvider(int) ProviderList.java","6","0"
"sun.security.jca.ProviderList.getService(String, String) ProviderList.java","6","0"
"sun.security.provider.NativePRNG.<clinit>() NativePRNG.java","6","0"
"sun.security.provider.NativePRNG.initIO(NativePRNG$Variant) NativePRNG.java","6","0"
"sun.security.provider.NativePRNG$1.run() NativePRNG.java","6","0"
"sun.security.provider.NativePRNG$1.run() NativePRNG.java","6","6"
"sun.security.provider.Sun.<init>() Sun.java","6","0"
"sun.security.provider.SunEntries.putEntries(Map) SunEntries.java","6","0"
"java.math.BigInteger.stripLeadingZeroBytes(byte[]) BigInteger.java","5","5"
"java.lang.invoke.MethodHandles.<clinit>() MethodHandles.java","4","4"
"java.lang.invoke.MethodHandles$Lookup.<clinit>() MethodHandles.java","4","0"
"java.util.concurrent.ThreadLocalRandom.nextInt() ThreadLocalRandom.java","4","4"
"java.math.BigInteger.remainder(BigInteger) BigInteger.java","2","0"
"java.math.BigInteger.remainderKnuth(BigInteger) BigInteger.java","2","2"
