"URN","ClassName","Bitlength"
"URN:prover.commitments.C_i_97","QRElement","3067"
"URN:prover.commitments.C_i_20","QRElement","3070"
"URN:prover.commitments.C_i_8","QRElement","3071"
"URN:prover.commitments.C_i_7","QRElement","3068"
"URN:prover.commitments.C_i_41","QRElement","3071"
"URN:prover.commitments.C_i_96","QRElement","3069"
"URN:prover.commitments.C_i_55","QRElement","3070"
"URN:prover.commitments.C_i_65","QRElement","3071"
"URN:prover.commitments.C_i_54","QRElement","3070"
"URN:prover.commitments.C_i_32","QRElement","3069"
"URN:prover.commitments.C_i_92","QRElement","3071"
"URN:prover.commitments.C_i_50","QRElement","3068"
"URN:prover.commitments.C_i_90","QRElement","3070"
"URN:prover.commitments.C_i_39","QRElement","3070"
"URN:prover.commitments.C_i_49","QRElement","3071"
"URN:prover.commitments.C_i_29","QRElement","3069"
"URN:prover.commitments.C_i_13","QRElement","3071"
"URN:prover.commitments.C_i_67","QRElement","3071"
"URN:prover.commitments.C_i_78","QRElement","3071"
"URN:prover.commitments.C_i_12","QRElement","3070"
"URN:prover.commitments.C_i_59","QRElement","3071"
"URN:prover.commitments.C_i_36","QRElement","3070"
"URN:proofsignature.P_3.responses.hatm_i_j_253","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_39","BigInteger","3408"
"URN:proofsignature.P_3.responses.hatvPrime","BigInteger","4085"
"URN:proofsignature.P_3.responses.hatm_i_41","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_32","BigInteger","3409"
"URN:proofsignature.P_3.responses.hatm_0","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_36","BigInteger","3408"
"URN:proofsignature.P_3.responses.hatm_i_49","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_78","BigInteger","3409"
"URN:proofsignature.P_3.responses.hatm_i_j_218","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_j_378","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_50","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_241","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_92","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_243","BigInteger","591"
"URN:proofsignature.P_3.responses.hatr_i_49","BigInteger","3409"
"URN:proofsignature.P_3.responses.hatm_i_54","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_281","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_97","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_96","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_13","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_12","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_41","BigInteger","3409"
"URN:proofsignature.P_3.responses.hatm_i_55","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_59","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_7","BigInteger","3408"
"URN:proofsignature.P_3.responses.hatr_i_8","BigInteger","3409"
"URN:proofsignature.P_3.challenge.c","BigInteger","256"
"URN:proofsignature.P_3.responses.hatm_i_90","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_169","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_j_202","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_369","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_110","BigInteger","587"
"URN:proofsignature.P_3.responses.hatm_i_j_232","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_199","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_j_310","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_65","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_20","BigInteger","591"
"URN:proofsignature.P_3.signature.APrime","QRElement","3071"
"URN:proofsignature.P_3.responses.hatr_i_55","BigInteger","3409"
"URN:proofsignature.P_3.hatr_Bari_Barj_0","BigInteger","3745"
"URN:proofsignature.P_3.responses.hatr_i_54","BigInteger","3409"
"URN:proofsignature.P_3.responses.hatm_i_67","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_97","BigInteger","3409"
"URN:proofsignature.P_3.responses.hatr_i_96","BigInteger","3408"
"URN:proofsignature.P_3.responses.hatm_i_29","BigInteger","591"
"URN:proofsignature.P_3.responses.hatr_i_59","BigInteger","3409"
"URN:proofsignature.P_3.responses.hatr_i_13","BigInteger","3410"
"URN:proofsignature.P_3.responses.hatr_i_12","BigInteger","3410"
"URN:proofsignature.P_3.responses.hatr_i_90","BigInteger","3410"
"URN:proofsignature.P_3.responses.hatr_i_50","BigInteger","3409"
"URN:proofsignature.P_3.C_Bari_C_Barj_0","QRElement","3071"
"URN:proofsignature.P_3.C_Bari_C_Barj_0","QRElement","3071"
"URN:proofsignature.P_3.responses.hatr_i_92","BigInteger","3410"
"URN:proofsignature.P_3.responses.hatm_i_j_311","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_29","BigInteger","3410"
"URN:proofsignature.P_3.responses.hatm_i_j_341","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_32","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_260","BigInteger","592"
"URN:proofsignature.P_3.hata_Bari_Barj_0","BigInteger","3408"
"URN:proofsignature.P_3.responses.hatm_i_36","BigInteger","593"
"URN:proofsignature.P_3.hatb_Bari_Barj_0","BigInteger","3404"
"URN:proofsignature.P_3.responses.hatr_i_65","BigInteger","3410"
"URN:proofsignature.P_3.responses.hatr_i_20","BigInteger","3410"
"URN:proofsignature.P_3.responses.hatm_i_78","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_j_181","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_39","BigInteger","589"
"URN:proofsignature.P_3.responses.hatr_i_67","BigInteger","3409"
"URN:proofsignature.P_3.responses.hatm_i_7","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_8","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_j_304","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_228","BigInteger","592"
"URN:proofsignature.P_3.responses.hate","BigInteger","457"
"URN:proofsignature.P_3.responses.hatm_i_j_104","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_j_226","BigInteger","593"
"URN:prover.APrime","QRElement","3071"
