"URN","ClassName","Bitlength"
"VERTEX21","QRElement","3069"
"VERTEX21","BigInteger","25"
"VERTEX17","QRElement","3069"
"VERTEX17","BigInteger","25"
"VERTEX73","QRElement","3071"
"VERTEX73","BigInteger","25"
"VERTEX38","QRElement","3071"
"VERTEX38","BigInteger","25"
"VERTEX12","QRElement","3071"
"VERTEX12","BigInteger","25"
"VERTEX60","QRElement","3070"
"VERTEX60","BigInteger","25"
"VERTEX52","QRElement","3065"
"VERTEX52","BigInteger","25"
"VERTEX96","QRElement","3070"
"VERTEX96","BigInteger","25"
"VERTEX18","QRElement","3071"
"VERTEX18","BigInteger","25"
"VERTEX7","QRElement","3069"
"VERTEX7","BigInteger","25"
"VERTEX66","QRElement","3071"
"VERTEX66","BigInteger","25"
"VERTEX62","QRElement","3071"
"VERTEX62","BigInteger","26"
"VERTEX75","QRElement","3070"
"VERTEX75","BigInteger","25"
"VERTEX31","QRElement","3063"
"VERTEX31","BigInteger","25"
"VERTEX20","QRElement","3069"
"VERTEX20","BigInteger","25"
"VERTEX16","QRElement","3071"
"VERTEX16","BigInteger","25"
"VERTEX5","QRElement","3071"
"VERTEX5","BigInteger","26"
"VERTEX37","QRElement","3071"
"VERTEX37","BigInteger","25"
"VERTEX70","QRElement","3071"
"VERTEX70","BigInteger","25"
"VERTEX11","QRElement","3071"
"VERTEX11","BigInteger","26"
"VERTEX94","QRElement","3071"
"VERTEX94","BigInteger","26"
"VERTEX87","QRElement","3070"
"VERTEX87","BigInteger","25"
"VERTEX32","QRElement","3071"
"VERTEX32","BigInteger","25"
"VERTEX10","QRElement","3068"
"VERTEX10","BigInteger","25"
"VERTEX49","QRElement","3069"
"VERTEX49","BigInteger","25"
"VERTEX26","QRElement","3070"
"VERTEX26","BigInteger","25"
"VERTEX14","QRElement","3069"
"VERTEX14","BigInteger","25"
"VERTEX77","QRElement","3071"
"VERTEX77","BigInteger","25"
"VERTEX95","QRElement","3071"
"VERTEX95","BigInteger","25"
"VERTEX42","QRElement","3071"
"VERTEX42","BigInteger","25"
"VERTEX36","QRElement","3069"
"VERTEX36","BigInteger","25"
"VERTEX67","QRElement","3071"
"VERTEX67","BigInteger","25"
"VERTEX63","QRElement","3071"
"VERTEX63","BigInteger","25"
"VERTEX82","QRElement","3071"
"VERTEX82","BigInteger","26"
"VERTEX57","QRElement","3071"
"VERTEX57","BigInteger","26"
"VERTEX61","QRElement","3068"
"VERTEX61","BigInteger","25"
"VERTEX1","QRElement","3070"
"VERTEX1","BigInteger","25"
"VERTEX71","QRElement","3070"
"VERTEX71","BigInteger","25"
"VERTEX23","QRElement","3071"
"VERTEX23","BigInteger","25"
"VERTEX84","QRElement","3070"
"VERTEX84","BigInteger","25"
"VERTEX99","QRElement","3071"
"VERTEX99","BigInteger","25"
"VERTEX59","QRElement","3071"
"VERTEX59","BigInteger","25"
"VERTEX54","QRElement","3071"
"VERTEX54","BigInteger","25"
"VERTEX27","QRElement","3071"
"VERTEX27","BigInteger","26"
"VERTEX28","QRElement","3070"
"VERTEX28","BigInteger","25"
"VERTEX64","QRElement","3071"
"VERTEX64","BigInteger","25"
"VERTEX50","QRElement","3070"
"VERTEX50","BigInteger","25"
"VERTEX45","QRElement","3071"
"VERTEX45","BigInteger","25"
"VERTEX34","QRElement","3071"
"VERTEX34","BigInteger","25"
"VERTEX4","QRElement","3066"
"VERTEX4","BigInteger","25"
"EDGE171","QRElement","3071"
"EDGE171","BigInteger","33"
"EDGE280","QRElement","3068"
"EDGE280","BigInteger","33"
"EDGE300","QRElement","3071"
"EDGE300","BigInteger","33"
"EDGE131","QRElement","3068"
"EDGE131","BigInteger","33"
"EDGE361","QRElement","3070"
"EDGE361","BigInteger","33"
"EDGE296","QRElement","3071"
"EDGE296","BigInteger","33"
"EDGE154","QRElement","3071"
"EDGE154","BigInteger","33"
"EDGE298","QRElement","3071"
"EDGE298","BigInteger","33"
"EDGE109","QRElement","3071"
"EDGE109","BigInteger","33"
"EDGE350","QRElement","3070"
"EDGE350","BigInteger","33"
"EDGE225","QRElement","3070"
"EDGE225","BigInteger","33"
"EDGE359","QRElement","3069"
"EDGE359","BigInteger","33"
"EDGE201","QRElement","3071"
"EDGE201","BigInteger","33"
"EDGE338","QRElement","3071"
"EDGE338","BigInteger","33"
"EDGE153","QRElement","3071"
"EDGE153","BigInteger","33"
"EDGE397","QRElement","3069"
"EDGE397","BigInteger","33"
"EDGE110","QRElement","3071"
"EDGE110","BigInteger","33"
"EDGE202","QRElement","3069"
"EDGE202","BigInteger","33"
"EDGE105","QRElement","3071"
"EDGE105","BigInteger","33"
"EDGE330","QRElement","3071"
"EDGE330","BigInteger","33"
"EDGE101","QRElement","3071"
"EDGE101","BigInteger","33"
"EDGE148","QRElement","3068"
"EDGE148","BigInteger","33"
"EDGE164","QRElement","3068"
"EDGE164","BigInteger","33"
"EDGE377","QRElement","3070"
"EDGE377","BigInteger","33"
"EDGE375","QRElement","3071"
"EDGE375","BigInteger","33"
"EDGE217","QRElement","3070"
"EDGE217","BigInteger","33"
"EDGE108","QRElement","3070"
"EDGE108","BigInteger","33"
"EDGE261","QRElement","3071"
"EDGE261","BigInteger","33"
"EDGE130","QRElement","3068"
"EDGE130","BigInteger","33"
"EDGE276","QRElement","3070"
"EDGE276","BigInteger","33"
"EDGE364","QRElement","3070"
"EDGE364","BigInteger","33"
"EDGE198","QRElement","3069"
"EDGE198","BigInteger","33"
"EDGE145","QRElement","3070"
"EDGE145","BigInteger","33"
"EDGE368","QRElement","3071"
"EDGE368","BigInteger","33"
"EDGE216","QRElement","3071"
"EDGE216","BigInteger","33"
"EDGE325","QRElement","3070"
"EDGE325","BigInteger","33"
"EDGE226","QRElement","3070"
"EDGE226","BigInteger","33"
"EDGE396","QRElement","3069"
"EDGE396","BigInteger","33"
"EDGE119","QRElement","3066"
"EDGE119","BigInteger","33"
"EDGE277","QRElement","3070"
"EDGE277","BigInteger","33"
"EDGE399","QRElement","3070"
"EDGE399","BigInteger","33"
"EDGE268","QRElement","3071"
"EDGE268","BigInteger","33"
"EDGE327","QRElement","3070"
"EDGE327","BigInteger","33"
"EDGE200","QRElement","3071"
"EDGE200","BigInteger","33"
"EDGE220","QRElement","3071"
"EDGE220","BigInteger","33"
"EDGE211","QRElement","3071"
"EDGE211","BigInteger","33"
"EDGE192","QRElement","3071"
"EDGE192","BigInteger","33"
"EDGE237","QRElement","3071"
"EDGE237","BigInteger","33"
"EDGE124","QRElement","3070"
"EDGE124","BigInteger","33"
"EDGE187","QRElement","3071"
"EDGE187","BigInteger","33"
"EDGE102","QRElement","3070"
"EDGE102","BigInteger","33"
"EDGE147","QRElement","3068"
"EDGE147","BigInteger","33"
"EDGE140","QRElement","3070"
"EDGE140","BigInteger","33"
"EDGE227","QRElement","3071"
"EDGE227","BigInteger","33"
"EDGE179","QRElement","3071"
"EDGE179","BigInteger","33"
"EDGE352","QRElement","3070"
"EDGE352","BigInteger","33"
"EDGE223","QRElement","3071"
"EDGE223","BigInteger","33"
"EDGE349","QRElement","3068"
"EDGE349","BigInteger","33"
"EDGE394","QRElement","3071"
"EDGE394","BigInteger","33"
"EDGE317","QRElement","3071"
"EDGE317","BigInteger","33"
"EDGE221","QRElement","3071"
"EDGE221","BigInteger","33"
"EDGE172","QRElement","3071"
"EDGE172","BigInteger","33"
"EDGE341","QRElement","3069"
"EDGE341","BigInteger","33"
"EDGE215","QRElement","3068"
"EDGE215","BigInteger","33"
"EDGE234","QRElement","3068"
"EDGE234","BigInteger","33"
"EDGE391","QRElement","3071"
"EDGE391","BigInteger","33"
"EDGE387","QRElement","3070"
"EDGE387","BigInteger","33"
"EDGE258","QRElement","3071"
"EDGE258","BigInteger","33"
"EDGE239","QRElement","3071"
"EDGE239","BigInteger","33"
"EDGE272","QRElement","3071"
"EDGE272","BigInteger","33"
"EDGE233","QRElement","3070"
"EDGE233","BigInteger","33"
"EDGE286","QRElement","3070"
"EDGE286","BigInteger","33"
"EDGE133","QRElement","3070"
"EDGE133","BigInteger","33"
"EDGE381","QRElement","3071"
"EDGE381","BigInteger","33"
"EDGE320","QRElement","3071"
"EDGE320","BigInteger","33"
"EDGE224","QRElement","3069"
"EDGE224","BigInteger","33"
"EDGE379","QRElement","3071"
"EDGE379","BigInteger","33"
"EDGE117","QRElement","3071"
"EDGE117","BigInteger","33"
"EDGE326","QRElement","3070"
"EDGE326","BigInteger","33"
"EDGE392","QRElement","3071"
"EDGE392","BigInteger","33"
"EDGE273","QRElement","3070"
"EDGE273","BigInteger","33"
"EDGE374","QRElement","3069"
"EDGE374","BigInteger","33"
"EDGE160","QRElement","3071"
"EDGE160","BigInteger","33"
"EDGE228","QRElement","3071"
"EDGE228","BigInteger","33"
"EDGE385","QRElement","3071"
"EDGE385","BigInteger","33"
"EDGE345","QRElement","3071"
"EDGE345","BigInteger","33"
"EDGE344","QRElement","3070"
"EDGE344","BigInteger","33"
"EDGE112","QRElement","3071"
"EDGE112","BigInteger","33"
"EDGE207","QRElement","3070"
"EDGE207","BigInteger","33"
"EDGE398","QRElement","3071"
"EDGE398","BigInteger","33"
"EDGE123","QRElement","3071"
"EDGE123","BigInteger","33"
"EDGE362","QRElement","3070"
"EDGE362","BigInteger","33"
"EDGE297","QRElement","3070"
"EDGE297","BigInteger","33"
"EDGE193","QRElement","3071"
"EDGE193","BigInteger","33"
"EDGE126","QRElement","3069"
"EDGE126","BigInteger","33"
"EDGE120","QRElement","3066"
"EDGE120","BigInteger","33"
"URN:proofsignature.A","QRElement","3071"
"URN:P_2.hatd","BigInteger","3069"
"URN:P_2.cPrime","BigInteger","256"
"URN:proofsignature.vPrimePrime","BigInteger","3748"
"URN:proofsignature.e","BigInteger","597"
"VERTEX21","QRElement","3069"
"VERTEX21","BigInteger","25"
"VERTEX17","QRElement","3069"
"VERTEX17","BigInteger","25"
"VERTEX73","QRElement","3071"
"VERTEX73","BigInteger","25"
"VERTEX38","QRElement","3071"
"VERTEX38","BigInteger","25"
"VERTEX12","QRElement","3071"
"VERTEX12","BigInteger","25"
"VERTEX60","QRElement","3070"
"VERTEX60","BigInteger","25"
"VERTEX52","QRElement","3065"
"VERTEX52","BigInteger","25"
"VERTEX96","QRElement","3070"
"VERTEX96","BigInteger","25"
"VERTEX18","QRElement","3071"
"VERTEX18","BigInteger","25"
"VERTEX7","QRElement","3069"
"VERTEX7","BigInteger","25"
"VERTEX66","QRElement","3071"
"VERTEX66","BigInteger","25"
"VERTEX62","QRElement","3071"
"VERTEX62","BigInteger","26"
"VERTEX75","QRElement","3070"
"VERTEX75","BigInteger","25"
"VERTEX31","QRElement","3063"
"VERTEX31","BigInteger","25"
"VERTEX20","QRElement","3069"
"VERTEX20","BigInteger","25"
"VERTEX16","QRElement","3071"
"VERTEX16","BigInteger","25"
"VERTEX5","QRElement","3071"
"VERTEX5","BigInteger","26"
"VERTEX37","QRElement","3071"
"VERTEX37","BigInteger","25"
"VERTEX70","QRElement","3071"
"VERTEX70","BigInteger","25"
"VERTEX11","QRElement","3071"
"VERTEX11","BigInteger","26"
"VERTEX94","QRElement","3071"
"VERTEX94","BigInteger","26"
"VERTEX87","QRElement","3070"
"VERTEX87","BigInteger","25"
"VERTEX32","QRElement","3071"
"VERTEX32","BigInteger","25"
"VERTEX10","QRElement","3068"
"VERTEX10","BigInteger","25"
"VERTEX49","QRElement","3069"
"VERTEX49","BigInteger","25"
"VERTEX26","QRElement","3070"
"VERTEX26","BigInteger","25"
"VERTEX14","QRElement","3069"
"VERTEX14","BigInteger","25"
"VERTEX77","QRElement","3071"
"VERTEX77","BigInteger","25"
"VERTEX95","QRElement","3071"
"VERTEX95","BigInteger","25"
"VERTEX42","QRElement","3071"
"VERTEX42","BigInteger","25"
"VERTEX36","QRElement","3069"
"VERTEX36","BigInteger","25"
"VERTEX67","QRElement","3071"
"VERTEX67","BigInteger","25"
"VERTEX63","QRElement","3071"
"VERTEX63","BigInteger","25"
"VERTEX82","QRElement","3071"
"VERTEX82","BigInteger","26"
"VERTEX57","QRElement","3071"
"VERTEX57","BigInteger","26"
"VERTEX61","QRElement","3068"
"VERTEX61","BigInteger","25"
"VERTEX1","QRElement","3070"
"VERTEX1","BigInteger","25"
"VERTEX71","QRElement","3070"
"VERTEX71","BigInteger","25"
"VERTEX23","QRElement","3071"
"VERTEX23","BigInteger","25"
"VERTEX84","QRElement","3070"
"VERTEX84","BigInteger","25"
"VERTEX99","QRElement","3071"
"VERTEX99","BigInteger","25"
"VERTEX59","QRElement","3071"
"VERTEX59","BigInteger","25"
"VERTEX54","QRElement","3071"
"VERTEX54","BigInteger","25"
"VERTEX27","QRElement","3071"
"VERTEX27","BigInteger","26"
"VERTEX28","QRElement","3070"
"VERTEX28","BigInteger","25"
"VERTEX64","QRElement","3071"
"VERTEX64","BigInteger","25"
"VERTEX50","QRElement","3070"
"VERTEX50","BigInteger","25"
"VERTEX45","QRElement","3071"
"VERTEX45","BigInteger","25"
"VERTEX34","QRElement","3071"
"VERTEX34","BigInteger","25"
"VERTEX4","QRElement","3066"
"VERTEX4","BigInteger","25"
"EDGE171","QRElement","3071"
"EDGE171","BigInteger","33"
"EDGE280","QRElement","3068"
"EDGE280","BigInteger","33"
"EDGE300","QRElement","3071"
"EDGE300","BigInteger","33"
"EDGE131","QRElement","3068"
"EDGE131","BigInteger","33"
"EDGE361","QRElement","3070"
"EDGE361","BigInteger","33"
"EDGE296","QRElement","3071"
"EDGE296","BigInteger","33"
"EDGE154","QRElement","3071"
"EDGE154","BigInteger","33"
"EDGE298","QRElement","3071"
"EDGE298","BigInteger","33"
"EDGE109","QRElement","3071"
"EDGE109","BigInteger","33"
"EDGE350","QRElement","3070"
"EDGE350","BigInteger","33"
"EDGE225","QRElement","3070"
"EDGE225","BigInteger","33"
"EDGE359","QRElement","3069"
"EDGE359","BigInteger","33"
"EDGE201","QRElement","3071"
"EDGE201","BigInteger","33"
"EDGE338","QRElement","3071"
"EDGE338","BigInteger","33"
"EDGE153","QRElement","3071"
"EDGE153","BigInteger","33"
"EDGE397","QRElement","3069"
"EDGE397","BigInteger","33"
"EDGE110","QRElement","3071"
"EDGE110","BigInteger","33"
"EDGE202","QRElement","3069"
"EDGE202","BigInteger","33"
"EDGE105","QRElement","3071"
"EDGE105","BigInteger","33"
"EDGE330","QRElement","3071"
