"URN","ClassName","Bitlength"
"VERTEX51","QRElement","2042"
"VERTEX51","BigInteger","25"
"VERTEX87","QRElement","2047"
"VERTEX87","BigInteger","25"
"VERTEX18","QRElement","2045"
"VERTEX18","BigInteger","25"
"VERTEX66","QRElement","2045"
"VERTEX66","BigInteger","25"
"VERTEX61","QRElement","2047"
"VERTEX61","BigInteger","26"
"VERTEX71","QRElement","2044"
"VERTEX71","BigInteger","26"
"VERTEX77","QRElement","2047"
"VERTEX77","BigInteger","26"
"VERTEX1","QRElement","2046"
"VERTEX1","BigInteger","26"
"VERTEX91","QRElement","2046"
"VERTEX91","BigInteger","26"
"VERTEX45","QRElement","2046"
"VERTEX45","BigInteger","25"
"VERTEX52","QRElement","2046"
"VERTEX52","BigInteger","25"
"VERTEX27","QRElement","2044"
"VERTEX27","BigInteger","25"
"VERTEX69","QRElement","2046"
"VERTEX69","BigInteger","25"
"VERTEX75","QRElement","2046"
"VERTEX75","BigInteger","25"
"VERTEX6","QRElement","2044"
"VERTEX6","BigInteger","25"
"VERTEX17","QRElement","2045"
"VERTEX17","BigInteger","25"
"VERTEX46","QRElement","2045"
"VERTEX46","BigInteger","17"
"VERTEX4","QRElement","2044"
"VERTEX4","BigInteger","25"
"VERTEX41","QRElement","2046"
"VERTEX41","BigInteger","25"
"VERTEX64","QRElement","2045"
"VERTEX64","BigInteger","26"
"VERTEX42","QRElement","2047"
"VERTEX42","BigInteger","25"
"VERTEX22","QRElement","2046"
"VERTEX22","BigInteger","26"
"EDGE316","QRElement","2045"
"EDGE316","BigInteger","33"
"EDGE132","QRElement","2046"
"EDGE132","BigInteger","33"
"EDGE378","QRElement","2047"
"EDGE378","BigInteger","33"
"EDGE356","QRElement","2041"
"EDGE356","BigInteger","33"
"EDGE393","QRElement","2045"
"EDGE393","BigInteger","33"
"EDGE181","QRElement","2045"
"EDGE181","BigInteger","33"
"EDGE362","QRElement","2046"
"EDGE362","BigInteger","33"
"EDGE296","QRElement","2046"
"EDGE296","BigInteger","33"
"EDGE389","QRElement","2043"
"EDGE389","BigInteger","33"
"EDGE122","QRElement","2046"
"EDGE122","BigInteger","33"
"EDGE139","QRElement","2045"
"EDGE139","BigInteger","33"
"EDGE227","QRElement","2043"
"EDGE227","BigInteger","33"
"EDGE239","QRElement","2047"
"EDGE239","BigInteger","33"
"EDGE382","QRElement","2046"
"EDGE382","BigInteger","33"
"EDGE233","QRElement","2047"
"EDGE233","BigInteger","33"
"EDGE250","QRElement","2044"
"EDGE250","BigInteger","33"
"EDGE327","QRElement","2043"
"EDGE327","BigInteger","33"
"EDGE114","QRElement","2046"
"EDGE114","BigInteger","33"
"EDGE367","QRElement","2045"
"EDGE367","BigInteger","33"
"EDGE344","QRElement","2045"
"EDGE344","BigInteger","33"
"EDGE313","QRElement","2046"
"EDGE313","BigInteger","33"
"URN:proofsignature.A","QRElement","2043"
"URN:P_2.hatd","BigInteger","2043"
"URN:P_2.cPrime","BigInteger","256"
"URN:proofsignature.vPrimePrime","BigInteger","2724"
"URN:proofsignature.e","BigInteger","597"
"VERTEX51","QRElement","2042"
"VERTEX51","BigInteger","25"
"VERTEX87","QRElement","2047"
"VERTEX87","BigInteger","25"
"VERTEX18","QRElement","2045"
"VERTEX18","BigInteger","25"
"VERTEX66","QRElement","2045"
"VERTEX66","BigInteger","25"
"VERTEX61","QRElement","2047"
"VERTEX61","BigInteger","26"
"VERTEX71","QRElement","2044"
"VERTEX71","BigInteger","26"
"VERTEX77","QRElement","2047"
"VERTEX77","BigInteger","26"
"VERTEX1","QRElement","2046"
"VERTEX1","BigInteger","26"
"VERTEX91","QRElement","2046"
"VERTEX91","BigInteger","26"
"VERTEX45","QRElement","2046"
"VERTEX45","BigInteger","25"
"VERTEX52","QRElement","2046"
"VERTEX52","BigInteger","25"
"VERTEX27","QRElement","2044"
"VERTEX27","BigInteger","25"
"VERTEX69","QRElement","2046"
"VERTEX69","BigInteger","25"
"VERTEX75","QRElement","2046"
"VERTEX75","BigInteger","25"
"VERTEX6","QRElement","2044"
"VERTEX6","BigInteger","25"
"VERTEX17","QRElement","2045"
"VERTEX17","BigInteger","25"
"VERTEX46","QRElement","2045"
"VERTEX46","BigInteger","17"
"VERTEX4","QRElement","2044"
"VERTEX4","BigInteger","25"
"VERTEX41","QRElement","2046"
"VERTEX41","BigInteger","25"
"VERTEX64","QRElement","2045"
"VERTEX64","BigInteger","26"
"VERTEX42","QRElement","2047"
"VERTEX42","BigInteger","25"
"VERTEX22","QRElement","2046"
"VERTEX22","BigInteger","26"
"EDGE316","QRElement","2045"
"EDGE316","BigInteger","33"
"EDGE132","QRElement","2046"
"EDGE132","BigInteger","33"
"EDGE378","QRElement","2047"
"EDGE378","BigInteger","33"
"EDGE356","QRElement","2041"
"EDGE356","BigInteger","33"
"EDGE393","QRElement","2045"
"EDGE393","BigInteger","33"
"EDGE181","QRElement","2045"
"EDGE181","BigInteger","33"
"EDGE362","QRElement","2046"
"EDGE362","BigInteger","33"
"EDGE296","QRElement","2046"
"EDGE296","BigInteger","33"
"EDGE389","QRElement","2043"
"EDGE389","BigInteger","33"
"EDGE122","QRElement","2046"
"EDGE122","BigInteger","33"
"EDGE139","QRElement","2045"
"EDGE139","BigInteger","33"
"EDGE227","QRElement","2043"
"EDGE227","BigInteger","33"
"EDGE239","QRElement","2047"
"EDGE239","BigInteger","33"
"EDGE382","QRElement","2046"
"EDGE382","BigInteger","33"
"EDGE233","QRElement","2047"
"EDGE233","BigInteger","33"
"EDGE250","QRElement","2044"
"EDGE250","BigInteger","33"
"EDGE327","QRElement","2043"
"EDGE327","BigInteger","33"
"EDGE114","QRElement","2046"
"EDGE114","BigInteger","33"
"EDGE367","QRElement","2045"
"EDGE367","BigInteger","33"
"EDGE344","QRElement","2045"
"EDGE344","BigInteger","33"
"EDGE313","QRElement","2046"
"EDGE313","BigInteger","33"
