"URN","ClassName","Bitlength"
"URN:prover.commitments.C_i_97","QRElement","2044"
"URN:prover.commitments.C_i_86","QRElement","2046"
"URN:prover.commitments.C_i_74","QRElement","2046"
"URN:prover.commitments.C_i_52","QRElement","2046"
"URN:prover.commitments.C_i_33","QRElement","2047"
"URN:prover.commitments.C_i_11","QRElement","2045"
"URN:prover.commitments.C_i_76","QRElement","2046"
"URN:prover.commitments.C_i_65","QRElement","2044"
"URN:prover.commitments.C_i_82","QRElement","2046"
"URN:prover.commitments.C_i_40","QRElement","2046"
"URN:prover.commitments.C_i_73","QRElement","2047"
"URN:prover.commitments.C_i_84","QRElement","2046"
"URN:prover.commitments.C_i_61","QRElement","2043"
"URN:prover.commitments.C_i_94","QRElement","2045"
"URN:prover.commitments.C_i_28","QRElement","2046"
"URN:prover.commitments.C_i_19","QRElement","2047"
"URN:prover.commitments.C_i_29","QRElement","2047"
"URN:prover.commitments.C_i_18","QRElement","2043"
"URN:prover.commitments.C_i_35","QRElement","2045"
"URN:prover.commitments.C_i_56","QRElement","2042"
"URN:prover.commitments.C_i_89","QRElement","2045"
"URN:prover.commitments.C_i_1","QRElement","2047"
"URN:proofsignature.P_3.responses.hatm_i_82","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_254","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_j_375","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_86","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_370","BigInteger","592"
"URN:proofsignature.P_3.responses.hatvPrime","BigInteger","3061"
"URN:proofsignature.P_3.responses.hatm_i_j_173","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_40","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_84","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_33","BigInteger","2384"
"URN:proofsignature.P_3.responses.hatr_i_76","BigInteger","2384"
"URN:proofsignature.P_3.responses.hatm_i_89","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_0","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_74","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatm_i_j_170","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_35","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatr_i_73","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatm_i_j_214","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_379","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_94","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_j_165","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_j_286","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_j_160","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_97","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_52","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_284","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_56","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_86","BigInteger","2386"
"URN:proofsignature.P_3.responses.hatm_i_11","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_18","BigInteger","586"
"URN:proofsignature.P_3.responses.hatr_i_89","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatr_i_40","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatr_i_84","BigInteger","2386"
"URN:proofsignature.P_3.responses.hatr_i_82","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatr_i_1","BigInteger","2384"
"URN:proofsignature.P_3.responses.hatm_i_j_326","BigInteger","592"
"URN:proofsignature.P_3.challenge.c","BigInteger","256"
"URN:proofsignature.P_3.responses.hatm_i_61","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_19","BigInteger","2384"
"URN:proofsignature.P_3.responses.hatr_i_18","BigInteger","2384"
"URN:proofsignature.P_3.responses.hatm_i_j_310","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_65","BigInteger","593"
"URN:proofsignature.P_3.signature.APrime","QRElement","2045"
"URN:proofsignature.P_3.responses.hatm_i_j_151","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_11","BigInteger","2385"
"URN:proofsignature.P_3.hatr_Bari_Barj_0","BigInteger","2721"
"URN:proofsignature.P_3.responses.hatr_i_97","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatr_i_52","BigInteger","2386"
"URN:proofsignature.P_3.responses.hatm_i_29","BigInteger","591"
