"URN","ClassName","Bitlength"
"URN:prover.commitments.C_i_75","QRElement","2047"
"URN:prover.commitments.C_i_64","QRElement","2047"
"URN:prover.commitments.C_i_42","QRElement","2042"
"URN:prover.commitments.C_i_52","QRElement","2045"
"URN:prover.commitments.C_i_41","QRElement","2046"
"URN:prover.commitments.C_i_66","QRElement","2045"
"URN:prover.commitments.C_i_77","QRElement","2047"
"URN:prover.commitments.C_i_6","QRElement","2046"
"URN:prover.commitments.C_i_22","QRElement","2044"
"URN:prover.commitments.C_i_87","QRElement","2047"
"URN:prover.commitments.C_i_71","QRElement","2045"
"URN:prover.commitments.C_i_51","QRElement","2044"
"URN:prover.commitments.C_i_61","QRElement","2044"
"URN:prover.commitments.C_i_91","QRElement","2046"
"URN:prover.commitments.C_i_17","QRElement","2046"
"URN:prover.commitments.C_i_27","QRElement","2047"
"URN:prover.commitments.C_i_18","QRElement","2045"
"URN:prover.commitments.C_i_46","QRElement","2044"
"URN:prover.commitments.C_i_4","QRElement","2046"
"URN:prover.commitments.C_i_45","QRElement","2045"
"URN:prover.commitments.C_i_1","QRElement","2046"
"URN:prover.commitments.C_i_69","QRElement","2047"
"URN:proofsignature.P_3.responses.hatm_i_j_296","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_j_132","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_87","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_42","BigInteger","593"
"URN:proofsignature.P_3.responses.hatvPrime","BigInteger","3061"
"URN:proofsignature.P_3.responses.hatm_i_41","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_j_250","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_77","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatm_i_46","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_45","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_75","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatm_0","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_71","BigInteger","2386"
"URN:proofsignature.P_3.responses.hatm_i_j_139","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_378","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_j_362","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_j_122","BigInteger","585"
"URN:proofsignature.P_3.responses.hatm_i_91","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_52","BigInteger","588"
"URN:proofsignature.P_3.responses.hatm_i_51","BigInteger","590"
"URN:proofsignature.P_3.responses.hatr_i_87","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatr_i_42","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatr_i_41","BigInteger","2386"
"URN:proofsignature.P_3.responses.hatm_i_18","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_17","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_46","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatr_i_45","BigInteger","2386"
"URN:proofsignature.P_3.responses.hatr_i_6","BigInteger","2384"
"URN:proofsignature.P_3.responses.hatr_i_4","BigInteger","2384"
"URN:proofsignature.P_3.responses.hatr_i_1","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatm_i_j_327","BigInteger","593"
"URN:proofsignature.P_3.challenge.c","BigInteger","256"
"URN:proofsignature.P_3.responses.hatm_i_j_367","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_61","BigInteger","589"
"URN:proofsignature.P_3.responses.hatr_i_18","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatr_i_17","BigInteger","2384"
"URN:proofsignature.P_3.responses.hatm_i_j_233","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_64","BigInteger","591"
"URN:proofsignature.P_3.signature.APrime","QRElement","2045"
"URN:proofsignature.P_3.responses.hatm_i_j_393","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_69","BigInteger","593"
"URN:proofsignature.P_3.hatr_Bari_Barj_0","BigInteger","2721"
"URN:proofsignature.P_3.responses.hatm_i_66","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_52","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatm_i_22","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_27","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_91","BigInteger","2385"
"URN:proofsignature.P_3.responses.hatr_i_51","BigInteger","2383"
"URN:proofsignature.P_3.C_Bari_C_Barj_0","QRElement","2046"
"URN:proofsignature.P_3.C_Bari_C_Barj_0","QRElement","2046"
"URN:proofsignature.P_3.responses.hatm_i_j_316","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_j_239","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_356","BigInteger","589"
"URN:proofsignature.P_3.responses.hatm_i_j_114","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_j_313","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_71","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_27","BigInteger","2383"
"URN:proofsignature.P_3.responses.hatm_i_75","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_382","BigInteger","593"
"URN:proofsignature.P_3.hata_Bari_Barj_0","BigInteger","2384"
"URN:proofsignature.P_3.responses.hatr_i_66","BigInteger","2385"
