"Experiment","CPU Time(Secs)","Method Name"
"test.20.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.20.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.20.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.20.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.21.er","17.412","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.21.er","17.072","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.21.er","17.062","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.21.er","17.062","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.21.er","16.702","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.21.er","0.360","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.21.er","0.320","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.21.er","0.320","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.21.er","0.320","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.21.er","0.320","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.21.er","0.320","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.21.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.21.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.21.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.21.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.21.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.verifySGeneratorOfQRN(java.math.BigInteger, java.math.BigInteger)"
"test.21.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.verifySGeneratorOfQRN(java.math.BigInteger, java.math.BigInteger)"
"test.22.er","30.491","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.22.er","30.271","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.22.er","30.271","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.22.er","30.271","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.22.er","29.531","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.22.er","0.741","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.22.er","0.190","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.22.er","0.190","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.22.er","0.180","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.22.er","0.180","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.22.er","0.170","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.22.er","0.020","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.22.er","0.020","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.22.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.createKeyGenParameters(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.22.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.<init>(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.22.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.22.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.22.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.22.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.verifySGeneratorOfQRN(java.math.BigInteger, java.math.BigInteger)"
"test.22.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.verifySGeneratorOfQRN(java.math.BigInteger, java.math.BigInteger)"
"test.22.er","0.010","eu.prismacloud.primitives.zkpgs.util.NumberConstants.<clinit>()"
"test.23.er","10.758","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.23.er","10.357","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.23.er","10.357","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.23.er","10.357","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.23.er","10.037","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.23.er","0.370","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.23.er","0.370","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.23.er","0.360","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.23.er","0.360","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.23.er","0.360","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.23.er","0.330","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.23.er","0.050","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.23.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.createKeyGenParameters(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.23.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.getKeyGenParameters()"
"test.23.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.<init>(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.23.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroup.<init>(java.math.BigInteger)"
"test.23.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.23.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.23.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.23.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.createElementOfZNS(java.math.BigInteger)"
"test.23.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createElementOfZNS(java.math.BigInteger)"
"test.23.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.23.er","0.010","eu.prismacloud.primitives.zkpgs.util.NumberConstants.<clinit>()"
"test.24.er","25.558","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.24.er","24.787","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.24.er","24.787","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.24.er","24.787","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.24.er","24.047","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.24.er","0.781","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.24.er","0.751","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.24.er","0.751","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.24.er","0.751","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.24.er","0.751","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.24.er","0.690","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.24.er","0.030","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.24.er","0.020","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.24.er","0.020","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.24.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.createKeyGenParameters(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.24.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.<init>(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.24.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.25.er","10.277","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.25.er","10.167","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.25.er","10.167","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.25.er","10.157","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.25.er","9.807","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.25.er","0.360","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.25.er","0.090","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.25.er","0.090","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.25.er","0.080","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.25.er","0.080","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.25.er","0.070","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.25.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.25.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.25.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.26.er","17.362","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.26.er","16.482","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.26.er","16.482","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.26.er","16.482","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.26.er","16.001","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.26.er","0.861","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.26.er","0.861","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.26.er","0.851","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.26.er","0.851","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.26.er","0.841","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.26.er","0.490","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.26.er","0.060","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.26.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.<init>(eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ, java.math.BigInteger)"
"test.26.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.26.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.26.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.26.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.26.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.27.er","205.194","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.27.er","205.063","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.27.er","205.053","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.27.er","205.053","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.27.er","200.320","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.27.er","4.733","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.27.er","0.070","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.27.er","0.070","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.27.er","0.060","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.27.er","0.060","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.27.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.27.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.27.er","0.050","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.27.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.27.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.27.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.27.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.28.er","212.629","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.28.er","212.469","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.28.er","212.459","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.28.er","212.459","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.28.er","207.215","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.28.er","5.244","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.28.er","0.100","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.28.er","0.100","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.28.er","0.080","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.28.er","0.080","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.28.er","0.080","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.28.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.28.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.28.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.28.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.28.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.28.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.createElementOfZNS(java.math.BigInteger)"
"test.28.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createElementOfZNS(java.math.BigInteger)"
"test.28.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.29.er","317.402","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.29.er","317.192","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.29.er","317.182","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.29.er","317.182","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.29.er","310.317","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.29.er","6.875","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.29.er","0.150","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.29.er","0.150","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.29.er","0.140","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.29.er","0.140","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.29.er","0.130","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.29.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.29.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.29.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.29.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.29.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.29.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.29.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.29.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.<init>()"
"test.2.er","10.277","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.2.er","9.697","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.2.er","9.687","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.2.er","9.687","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.2.er","9.527","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.2.er","0.560","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.2.er","0.560","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.2.er","0.520","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.2.er","0.520","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.2.er","0.490","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.2.er","0.210","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.2.er","0.030","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.2.er","0.020","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.2.er","0.020","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.2.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.2.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.30.er","49.505","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.30.er","49.074","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.30.er","49.064","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.30.er","49.054","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.30.er","48.054","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.30.er","1.001","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.30.er","0.390","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.30.er","0.390","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.30.er","0.380","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.30.er","0.380","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.30.er","0.370","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.30.er","0.030","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.30.er","0.030","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.30.er","0.030","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.30.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.30.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.30.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.30.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.createElementOfZNS(java.math.BigInteger)"
"test.30.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.30.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createElementOfZNS(java.math.BigInteger)"
"test.30.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.<init>()"
"test.30.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.31.er","70.810","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.31.er","70.649","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.31.er","70.639","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.31.er","70.639","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.31.er","68.868","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.31.er","1.781","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
