"Experiment","CPU Time(Secs)","Method Name"
"test.31.er","0.090","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.31.er","0.090","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.31.er","0.080","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.31.er","0.080","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.31.er","0.080","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.31.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.31.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.31.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.31.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.31.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.31.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.31.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.31.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.verifySGeneratorOfQRN(java.math.BigInteger, java.math.BigInteger)"
"test.31.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.verifySGeneratorOfQRN(java.math.BigInteger, java.math.BigInteger)"
"test.32.er","78.775","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.32.er","78.705","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.32.er","78.695","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.32.er","78.695","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.32.er","77.234","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.32.er","1.451","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.32.er","0.040","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.32.er","0.040","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.32.er","0.020","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.32.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.32.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.32.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.32.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.32.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.32.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.32.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.32.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.createElementOfZNS(java.math.BigInteger)"
"test.32.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.32.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createElementOfZNS(java.math.BigInteger)"
"test.32.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.33.er","172.200","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.33.er","171.980","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.33.er","171.970","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.33.er","171.970","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.33.er","168.058","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.33.er","3.903","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.33.er","0.160","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.33.er","0.160","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.33.er","0.150","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.33.er","0.150","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.33.er","0.140","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.33.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.33.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.33.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.33.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.33.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.33.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.33.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.33.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.34.er","176.343","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.34.er","175.853","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.34.er","175.843","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.34.er","175.843","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.34.er","171.580","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.34.er","4.283","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.34.er","0.430","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.34.er","0.430","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.34.er","0.410","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.34.er","0.410","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.34.er","0.400","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.34.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.34.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.34.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.34.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.34.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.createElementOfZNS(java.math.BigInteger)"
"test.34.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.34.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createCommitmentGroupGenerator(java.math.BigInteger, java.math.BigInteger)"
"test.34.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createElementOfZNS(java.math.BigInteger)"
"test.34.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.34.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.35.er","81.267","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.35.er","80.937","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.35.er","80.927","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.35.er","80.927","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.35.er","79.145","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.35.er","1.781","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.35.er","0.280","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.35.er","0.280","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.35.er","0.270","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.35.er","0.270","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.35.er","0.270","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.35.er","0.040","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.35.er","0.040","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.35.er","0.040","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.35.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.35.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.35.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.35.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.36.er","189.503","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.36.er","189.162","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.36.er","189.162","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.36.er","189.162","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.36.er","185.230","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.36.er","3.933","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.36.er","0.280","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.36.er","0.280","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.36.er","0.270","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.36.er","0.270","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.36.er","0.270","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.36.er","0.060","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.36.er","0.060","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.36.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.36.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.createKeyGenParameters(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.36.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.<init>(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.36.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.36.er","0.010","eu.prismacloud.primitives.zkpgs.util.NumberConstants.<clinit>()"
"test.37.er","62.244","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.37.er","61.773","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.37.er","61.763","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.37.er","61.763","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.37.er","60.592","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.37.er","1.201","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.37.er","0.410","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.37.er","0.410","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.37.er","0.400","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.37.er","0.400","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.37.er","0.370","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.37.er","0.040","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.37.er","0.040","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.37.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.37.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.37.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.37.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.37.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.37.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.37.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.37.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.createElementOfZNS(java.math.BigInteger)"
"test.37.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.37.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createElementOfZNS(java.math.BigInteger)"
"test.37.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.<init>()"
"test.37.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.38.er","101.531","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.38.er","101.401","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.38.er","101.401","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.38.er","101.401","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.38.er","99.089","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.38.er","2.302","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.38.er","0.080","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.38.er","0.080","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.38.er","0.070","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.38.er","0.070","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.38.er","0.070","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.38.er","0.040","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.38.er","0.040","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.38.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.createKeyGenParameters(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.38.er","0.010","eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters.<init>(int, int, int, int, int, int, int, int, int, int, int, int)"
"test.38.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.38.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.38.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.38.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.38.er","0.010","eu.prismacloud.primitives.zkpgs.util.NumberConstants.<clinit>()"
"test.39.er","82.077","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.39.er","81.967","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.39.er","81.957","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.39.er","81.957","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.39.er","80.156","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.39.er","1.801","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.39.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.39.er","0.050","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.39.er","0.040","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.39.er","0.040","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.39.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.39.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.39.er","0.020","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.39.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroup.<init>(java.math.BigInteger)"
"test.39.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.39.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.createGenerator()"
"test.39.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.39.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.createElementOfZNS(java.math.BigInteger)"
"test.39.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createCommitmentGroupGenerator(java.math.BigInteger, java.math.BigInteger)"
"test.39.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createElementOfZNS(java.math.BigInteger)"
"test.39.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.39.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.isElementOfZNS(java.math.BigInteger, java.math.BigInteger)"
"test.3.er","9.847","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.3.er","8.526","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.3.er","8.516","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.3.er","8.516","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.3.er","8.286","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.3.er","1.291","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.3.er","1.291","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.3.er","1.271","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.3.er","1.271","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.3.er","1.221","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.3.er","0.290","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.3.er","0.090","eu.prismacloud.primitives.zkpgs.util.GSUtils.createRandomNumber(java.math.BigInteger, java.math.BigInteger)"
"test.3.er","0.020","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.3.er","0.020","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.3.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.3.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.computeEEA(java.math.BigInteger, java.math.BigInteger)"
"test.3.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRGroupPQ.<init>(java.math.BigInteger, java.math.BigInteger)"
"test.3.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.SafePrime.<clinit>()"
"test.3.er","0.010","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFactory.getInstance(java.lang.String)"
"test.3.er","0.010","eu.prismacloud.primitives.zkpgs.util.GSUtils.<init>()"
"test.40.er","1933.382","eu.prismacloud.primitives.zkpgs.keys.SignerKeyPair.keyGen(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.40.er","1933.192","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computeSpecialRSAModulus(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.40.er","1933.182","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomSafePrime(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.40.er","1933.182","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateSpecialRSAModulus()"
"test.40.er","1901.560","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrime(int)"
"test.40.er","31.622","eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(java.math.BigInteger)"
"test.40.er","0.110","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.40.er","0.110","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.modPow(java.math.BigInteger)"
"test.40.er","0.050","eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.commitmentGroupSetup(eu.prismacloud.primitives.zkpgs.parameters.KeyGenParameters)"
"test.40.er","0.050","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateCommitmentGroup()"
"test.40.er","0.040","eu.prismacloud.primitives.zkpgs.util.GSUtils.computeCommitmentGroupModulus(java.math.BigInteger)"
"test.40.er","0.040","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomPrimeWithFactors(java.math.BigInteger)"
"test.40.er","0.030","eu.prismacloud.primitives.zkpgs.util.GSUtils.generateRandomNumberWithFactors(java.math.BigInteger)"
"test.40.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.EEAlgorithm.computeEEAlgorithm(java.math.BigInteger, java.math.BigInteger)"
"test.40.er","0.010","eu.prismacloud.primitives.zkpgs.util.crypto.QRElementPQ.publicClone()"
