"Benchmark","Mode","Score","Unit","Param: l_n"
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.102793,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.348724,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.777894,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.767584,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.075742,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.960852,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.534282,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.498918,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.687438,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.734588,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.979722,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.081743,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.656494,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.852228,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.919275,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.482193,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.316199,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.484811,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.808967,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.914993,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.808339,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.772186,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.562141,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.146670,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.679598,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.870853,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.690618,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.429915,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.963624,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.184844,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.625337,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.472429,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.670866,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.957217,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.794332,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.399318,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.681657,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.818299,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.880651,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.848035,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.560574,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.850670,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.885826,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.870319,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.875361,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.513029,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.269261,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.157844,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.949853,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.938825,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.597981,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.178247,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.389517,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.467719,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.580583,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.771029,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.586121,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.086146,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.681344,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.878631,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.725565,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.017372,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.389393,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.983970,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.576897,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.794142,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.639536,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.518358,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",2.100053,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.640210,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",1.909011,"ops/s",512
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.231041,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.254976,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.181695,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.197034,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.257971,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.244076,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.202437,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.278039,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.248588,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.258036,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.260220,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.098238,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.195469,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.392053,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.268510,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.278288,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.435469,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.219912,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.120754,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.198870,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.144070,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.084512,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.300268,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.199373,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.098899,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.284803,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.224817,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.184117,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.212429,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.172630,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.135747,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.181424,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.242198,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.187830,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.437907,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.260740,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.210951,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.328185,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.342221,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.178967,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.243718,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.191609,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.181281,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.240075,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.099310,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.112905,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.369170,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.177535,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.139410,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.320091,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.260315,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.465431,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.216705,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.199632,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.222125,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.209747,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.449921,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.306200,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.259565,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.258506,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.379034,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.194404,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.196775,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.196289,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.075920,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.164254,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.084638,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.325541,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.210146,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.205867,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.270809,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.250556,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.374684,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.156182,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.389077,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.280041,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.236216,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.158858,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.144413,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.299548,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.295480,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.197402,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.187100,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.184449,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.227193,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.208606,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.077310,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.075429,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.271494,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.352735,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.253725,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.204136,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.311942,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.197435,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.499420,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.215869,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.186418,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.202658,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.209978,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.104176,"ops/s",1024
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.068212,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.022761,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.020074,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.015702,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.033943,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.042188,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.028020,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.018304,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.006459,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.016819,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.008393,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.019789,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.026305,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.010151,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.016693,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.046369,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.022801,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.027930,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.032712,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.008720,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.017892,"ops/s",2048
"eu.prismacloud.primitives.grs.bench.KeyGenBenchmark.measureKeyGen","Throughput, ops/time",0.010716,"ops/s",2048
