"","KeyLength","mean","sd","N","se"
"1",512,0.56526173,0.0923331630377879,100,0.00923331630377879
"2",1024,4.72315647,1.81926457728873,100,0.181926457728873
"3",2048,54.96907087,43.0799157592928,100,4.30799157592928
"4",3072,311.7525113,222.875383595424,100,22.2875383595424
