"URN","ClassName","Bitlength"
"URN:prover.commitments.C_i_64","QRElement","511"
"URN:prover.commitments.C_i_97","QRElement","512"
"URN:prover.commitments.C_i_74","QRElement","512"
"URN:prover.commitments.C_i_52","QRElement","512"
"URN:prover.commitments.C_i_30","QRElement","511"
"URN:prover.commitments.C_i_6","QRElement","510"
"URN:prover.commitments.C_i_10","QRElement","511"
"URN:prover.commitments.C_i_5","QRElement","511"
"URN:prover.commitments.C_i_32","QRElement","512"
"URN:prover.commitments.C_i_93","QRElement","512"
"URN:prover.commitments.C_i_50","QRElement","511"
"URN:prover.commitments.C_i_28","QRElement","509"
"URN:prover.commitments.C_i_24","QRElement","511"
"URN:prover.commitments.C_i_68","QRElement","510"
"URN:prover.commitments.C_i_12","QRElement","508"
"URN:prover.commitments.C_i_56","QRElement","511"
"URN:prover.commitments.C_i_3","QRElement","512"
"URN:prover.commitments.C_i_15","QRElement","512"
"URN:prover.commitments.C_i_1","QRElement","512"
"URN:prover.commitments.C_i_69","QRElement","508"
"URN:prover.commitments.C_i_36","QRElement","512"
"URN:prover.commitments.C_i_58","QRElement","506"
"URN:proofsignature.P_3.responses.hatm_i_j_330","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_297","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_j_178","BigInteger","592"
"URN:proofsignature.P_3.responses.hatvPrime","BigInteger","3059"
"URN:proofsignature.P_3.responses.hatr_i_32","BigInteger","848"
"URN:proofsignature.P_3.responses.hatm_0","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_74","BigInteger","850"
"URN:proofsignature.P_3.responses.hatr_i_30","BigInteger","848"
"URN:proofsignature.P_3.responses.hatm_i_j_291","BigInteger","591"
"URN:proofsignature.P_3.responses.hatr_i_36","BigInteger","849"
"URN:proofsignature.P_3.responses.hatm_i_50","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_93","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_10","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_97","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_j_282","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_j_161","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_52","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_58","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_12","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_56","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_15","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_5","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_6","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_3","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_1","BigInteger","848"
"URN:proofsignature.P_3.responses.hatm_i_j_205","BigInteger","591"
"URN:proofsignature.P_3.challenge.c","BigInteger","256"
"URN:proofsignature.P_3.responses.hatm_i_j_324","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_j_230","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_153","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_j_391","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_64","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_271","BigInteger","593"
"URN:proofsignature.P_3.signature.APrime","QRElement","512"
"URN:proofsignature.P_3.responses.hatm_i_69","BigInteger","592"
"URN:proofsignature.P_3.hatr_Bari_Barj_0","BigInteger","1185"
"URN:proofsignature.P_3.responses.hatm_i_24","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_10","BigInteger","849"
"URN:proofsignature.P_3.responses.hatm_i_68","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_97","BigInteger","848"
"URN:proofsignature.P_3.responses.hatr_i_52","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_15","BigInteger","848"
"URN:proofsignature.P_3.responses.hatm_i_28","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_58","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_12","BigInteger","848"
"URN:proofsignature.P_3.responses.hatr_i_56","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_50","BigInteger","848"
"URN:proofsignature.P_3.responses.hatr_i_93","BigInteger","850"
"URN:proofsignature.P_3.C_Bari_C_Barj_0","QRElement","512"
"URN:proofsignature.P_3.C_Bari_C_Barj_0","QRElement","512"
"URN:proofsignature.P_3.responses.hatm_i_j_239","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_j_157","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_j_278","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_113","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_263","BigInteger","590"
"URN:proofsignature.P_3.responses.hatr_i_28","BigInteger","849"
"URN:proofsignature.P_3.responses.hatm_i_j_188","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_32","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_j_381","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_74","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_30","BigInteger","592"
"URN:proofsignature.P_3.hata_Bari_Barj_0","BigInteger","849"
"URN:proofsignature.P_3.responses.hatm_i_36","BigInteger","590"
"URN:proofsignature.P_3.hatb_Bari_Barj_0","BigInteger","846"
"URN:proofsignature.P_3.responses.hatr_i_64","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_69","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_24","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_68","BigInteger","849"
"URN:proofsignature.P_3.responses.hatm_i_6","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_j_108","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_1","BigInteger","593"
"URN:proofsignature.P_3.responses.hate","BigInteger","457"
"URN:proofsignature.P_3.responses.hatm_i_3","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_j_345","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_5","BigInteger","592"
"URN:prover.APrime","QRElement","512"
