"URN","ClassName","Bitlength"
"URN:prover.commitments.C_i_53","QRElement","512"
"URN:prover.commitments.C_i_8","QRElement","512"
"URN:prover.commitments.C_i_85","QRElement","512"
"URN:prover.commitments.C_i_96","QRElement","511"
"URN:prover.commitments.C_i_66","QRElement","511"
"URN:prover.commitments.C_i_55","QRElement","510"
"URN:prover.commitments.C_i_44","QRElement","511"
"URN:prover.commitments.C_i_81","QRElement","508"
"URN:prover.commitments.C_i_84","QRElement","511"
"URN:prover.commitments.C_i_72","QRElement","511"
"URN:prover.commitments.C_i_61","QRElement","512"
"URN:prover.commitments.C_i_94","QRElement","510"
"URN:prover.commitments.C_i_17","QRElement","509"
"URN:prover.commitments.C_i_28","QRElement","512"
"URN:prover.commitments.C_i_49","QRElement","512"
"URN:prover.commitments.C_i_13","QRElement","510"
"URN:prover.commitments.C_i_45","QRElement","510"
"URN:prover.commitments.C_i_26","QRElement","512"
"URN:prover.commitments.C_i_36","QRElement","511"
"URN:prover.commitments.C_i_47","QRElement","511"
"URN:prover.commitments.C_i_25","QRElement","511"
"URN:prover.commitments.C_i_14","QRElement","510"
"URN:proofsignature.P_3.responses.hatm_i_81","BigInteger","590"
"URN:proofsignature.P_3.responses.hatm_i_j_331","BigInteger","592"
"URN:proofsignature.P_3.responses.hatvPrime","BigInteger","3061"
"URN:proofsignature.P_3.responses.hatm_i_85","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_294","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_84","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_47","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_45","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_0","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_44","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_36","BigInteger","849"
"URN:proofsignature.P_3.responses.hatm_i_49","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_72","BigInteger","850"
"URN:proofsignature.P_3.responses.hatm_i_j_139","BigInteger","589"
"URN:proofsignature.P_3.responses.hatm_i_j_217","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_94","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_j_165","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_49","BigInteger","849"
"URN:proofsignature.P_3.responses.hatm_i_j_200","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_288","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_j_281","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_53","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_96","BigInteger","588"
"URN:proofsignature.P_3.responses.hatm_i_j_283","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_361","BigInteger","591"
"URN:proofsignature.P_3.responses.hatr_i_44","BigInteger","849"
"URN:proofsignature.P_3.responses.hatm_i_14","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_13","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_85","BigInteger","850"
"URN:proofsignature.P_3.responses.hatm_i_55","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_17","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_47","BigInteger","850"
"URN:proofsignature.P_3.responses.hatr_i_45","BigInteger","850"
"URN:proofsignature.P_3.responses.hatr_i_8","BigInteger","850"
"URN:proofsignature.P_3.responses.hatr_i_84","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_81","BigInteger","849"
"URN:proofsignature.P_3.challenge.c","BigInteger","256"
"URN:proofsignature.P_3.responses.hatm_i_j_169","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_61","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_153","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_17","BigInteger","850"
"URN:proofsignature.P_3.responses.hatm_i_j_199","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_193","BigInteger","593"
"URN:proofsignature.P_3.signature.APrime","QRElement","510"
"URN:proofsignature.P_3.responses.hatr_i_55","BigInteger","850"
"URN:proofsignature.P_3.responses.hatm_i_25","BigInteger","593"
"URN:proofsignature.P_3.hatr_Bari_Barj_0","BigInteger","1185"
"URN:proofsignature.P_3.responses.hatr_i_53","BigInteger","847"
"URN:proofsignature.P_3.responses.hatm_i_66","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_96","BigInteger","850"
"URN:proofsignature.P_3.responses.hatm_i_28","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_14","BigInteger","848"
"URN:proofsignature.P_3.responses.hatr_i_13","BigInteger","849"
"URN:proofsignature.P_3.responses.hatm_i_26","BigInteger","592"
"URN:proofsignature.P_3.responses.hatr_i_94","BigInteger","850"
"URN:proofsignature.P_3.C_Bari_C_Barj_0","QRElement","512"
"URN:proofsignature.P_3.C_Bari_C_Barj_0","QRElement","511"
"URN:proofsignature.P_3.responses.hatm_i_j_316","BigInteger","593"
"URN:proofsignature.P_3.responses.hatm_i_j_357","BigInteger","592"
"URN:proofsignature.P_3.responses.hatm_i_72","BigInteger","591"
"URN:proofsignature.P_3.responses.hatm_i_j_186","BigInteger","593"
"URN:proofsignature.P_3.responses.hatr_i_28","BigInteger","846"
"URN:proofsignature.P_3.responses.hatm_i_j_343","BigInteger","593"
"URN:proofsignature.P_3.hata_Bari_Barj_0","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_66","BigInteger","849"
"URN:proofsignature.P_3.responses.hatm_i_36","BigInteger","589"
"URN:proofsignature.P_3.hatb_Bari_Barj_0","BigInteger","849"
"URN:proofsignature.P_3.responses.hatm_i_j_181","BigInteger","591"
"URN:proofsignature.P_3.responses.hatr_i_26","BigInteger","849"
"URN:proofsignature.P_3.responses.hatr_i_25","BigInteger","848"
"URN:proofsignature.P_3.responses.hatm_i_8","BigInteger","589"
"URN:proofsignature.P_3.responses.hatr_i_61","BigInteger","846"
"URN:proofsignature.P_3.responses.hatm_i_j_306","BigInteger","592"
"URN:proofsignature.P_3.responses.hate","BigInteger","456"
"URN:proofsignature.P_3.responses.hatm_i_j_344","BigInteger","592"
"URN:prover.APrime","QRElement","510"
