"Method","Time (ms)","Own Time (ms)"
"java.lang.Thread.run() Thread.java","959","27"
"uk.ac.ncl.cascade.binding.SignerVCOrchestrator.round2() SignerVCOrchestrator.java","423","0"
"eu.prismacloud.primitives.zkpgs.context.GSContext.addToChallengeContext(List) GSContext.java","367","0"
"eu.prismacloud.primitives.zkpgs.keys.ExtendedPublicKey.addToChallengeContext(List) ExtendedPublicKey.java","367","0"
"java.lang.String.valueOf(Object) String.java","367","367"
"org.openjdk.jmh.runner.ForkedMain.main(String[]) ForkedMain.java","359","359"
"java.io.ObjectInputStream.readObject() ObjectInputStream.java","250","434"
"java.math.BigInteger.modPow(BigInteger, BigInteger) BigInteger.java","239","239"
"eu.prismacloud.primitives.zkpgs.BaseRepresentation.addToChallengeContext(List) BaseRepresentation.java","231","0"
"eu.prismacloud.primitives.zkpgs.context.GSContext.computeChallengeContext() GSContext.java","187","0"
"java.lang.ClassLoader.loadClass(String) ClassLoader.java","161","177"
"eu.prismacloud.primitives.zkpgs.util.FilePersistenceUtil.read(String) FilePersistenceUtil.java","159","0"
"eu.prismacloud.primitives.zkpgs.orchestrator.SigningQProverOrchestrator.computeChallenge() SigningQProverOrchestrator.java","155","0"
"eu.prismacloud.primitives.zkpgs.orchestrator.SigningQProverOrchestrator.populateChallengeList() SigningQProverOrchestrator.java","155","0"
"uk.ac.ncl.cascade.binding.SignerVCOrchestrator.prepareProvingSigningQ(GSSignature) SignerVCOrchestrator.java","155","0"
"uk.ac.ncl.cascade.binding.SignerVCOrchestrator.computeChallenge() SignerVCOrchestrator.java","151","0"
"uk.ac.ncl.cascade.binding.SignerVCOrchestrator.verifyRecipientCommitment(GroupElement, BaseCollection) SignerVCOrchestrator.java","151","0"
"uk.ac.ncl.cascade.binding.SignerVCOrchestrator.populateChallengeList() SignerVCOrchestrator.java","139","0"
"eu.prismacloud.primitives.zkpgs.keys.SignerPublicKey.addToChallengeContext(List) SignerPublicKey.java","135","0"
"java.math.BigInteger.isProbablePrime(int) BigInteger.java","123","123"
"java.io.ObjectOutputStream.writeObject(Object) ObjectOutputStream.java","119","211"
"eu.prismacloud.primitives.zkpgs.util.CryptoUtilsFacade.computePrimeInRange(BigInteger, BigInteger) CryptoUtilsFacade.java","115","0"
"eu.prismacloud.primitives.zkpgs.util.GSUtils.generatePrimeInRange(BigInteger, BigInteger) GSUtils.java","115","0"
"eu.prismacloud.primitives.zkpgs.util.GSUtils.generatePrimeWithPositiveMin(BigInteger, BigInteger) GSUtils.java","115","0"
"eu.prismacloud.primitives.zkpgs.util.GSUtils.isPrime(BigInteger) GSUtils.java","115","0"
"uk.ac.ncl.cascade.binding.SignerVCOrchestrator.createPartialSignature(SignerVCOrchestrator$VCSignatureData, ExtendedPublicKey) SignerVCOrchestrator.java","115","0"
"uk.ac.ncl.cascade.binding.SignerVCOrchestrator$VCSignatureData.computeRandomPrimeE() SignerVCOrchestrator.java","115","0"
"eu.prismacloud.primitives.zkpgs.util.crypto.QRElement.modPow(BigInteger) QRElement.java","111","0"
"eu.prismacloud.primitives.zkpgs.util.crypto.QRElement.modPow(BigInteger) QRElement.java","111","0"
"uk.ac.ncl.cascade.binding.RecipientVCOrchestrator.round3() RecipientVCOrchestrator.java","107","0"
"uk.ac.ncl.cascade.binding.RecipientVCOrchestrator.round1() RecipientVCOrchestrator.java","99","0"
"eu.prismacloud.primitives.zkpgs.util.FilePersistenceUtil.write(Object, String) FilePersistenceUtil.java","95","0"
"uk.ac.ncl.cascade.binding.RecipientVCOrchestrator.computeChallenge() RecipientVCOrchestrator.java","48","0"
"uk.ac.ncl.cascade.binding.RecipientVCOrchestrator.populateChallengeList() RecipientVCOrchestrator.java","48","0"
"eu.prismacloud.primitives.zkpgs.signature.GSSignatureValidator.computeQ() GSSignatureValidator.java","43","0"
"eu.prismacloud.primitives.zkpgs.orchestrator.SigningQVerifierOrchestrator.executeVerification(BigInteger) SigningQVerifierOrchestrator.java","40","0"
"eu.prismacloud.primitives.zkpgs.orchestrator.SigningQVerifierOrchestrator.computeChallenge() SigningQVerifierOrchestrator.java","28","0"
