"URN","ClassName","Bitlength"
"VERTEX78","QRElement","512"
"VERTEX78","BigInteger","25"
"VERTEX18","QRElement","512"
"VERTEX18","BigInteger","25"
"VERTEX61","QRElement","509"
"VERTEX61","BigInteger","25"
"VERTEX40","QRElement","509"
"VERTEX40","BigInteger","25"
"VERTEX97","QRElement","512"
"VERTEX97","BigInteger","25"
"VERTEX48","QRElement","510"
"VERTEX48","BigInteger","25"
"VERTEX92","QRElement","508"
"VERTEX92","BigInteger","25"
"VERTEX26","QRElement","511"
"VERTEX26","BigInteger","25"
"VERTEX30","QRElement","510"
"VERTEX30","BigInteger","25"
"VERTEX7","QRElement","511"
"VERTEX7","BigInteger","25"
"VERTEX96","QRElement","512"
"VERTEX96","BigInteger","25"
"VERTEX60","QRElement","508"
"VERTEX60","BigInteger","26"
"VERTEX57","QRElement","511"
"VERTEX57","BigInteger","25"
"VERTEX44","QRElement","512"
"VERTEX44","BigInteger","25"
"VERTEX15","QRElement","510"
"VERTEX15","BigInteger","25"
"VERTEX63","QRElement","508"
"VERTEX63","BigInteger","25"
"VERTEX66","QRElement","507"
"VERTEX66","BigInteger","26"
"VERTEX5","QRElement","512"
"VERTEX5","BigInteger","25"
"VERTEX38","QRElement","511"
"VERTEX38","BigInteger","25"
"VERTEX51","QRElement","511"
"VERTEX51","BigInteger","26"
"VERTEX36","QRElement","508"
"VERTEX36","BigInteger","26"
"VERTEX87","QRElement","511"
"VERTEX87","BigInteger","25"
"VERTEX12","QRElement","510"
"VERTEX12","BigInteger","25"
"VERTEX34","QRElement","511"
"VERTEX34","BigInteger","25"
"VERTEX64","QRElement","511"
"VERTEX64","BigInteger","25"
"VERTEX49","QRElement","512"
"VERTEX49","BigInteger","25"
"VERTEX24","QRElement","512"
"VERTEX24","BigInteger","25"
"VERTEX13","QRElement","511"
"VERTEX13","BigInteger","25"
"VERTEX23","QRElement","510"
"VERTEX23","BigInteger","25"
"VERTEX69","QRElement","511"
"VERTEX69","BigInteger","25"
"VERTEX8","QRElement","512"
"VERTEX8","BigInteger","25"
"VERTEX43","QRElement","512"
"VERTEX43","BigInteger","25"
"VERTEX46","QRElement","512"
"VERTEX46","BigInteger","25"
"VERTEX47","QRElement","512"
"VERTEX47","BigInteger","26"
"VERTEX41","QRElement","508"
"VERTEX41","BigInteger","26"
"VERTEX19","QRElement","510"
"VERTEX19","BigInteger","25"
"VERTEX27","QRElement","512"
"VERTEX27","BigInteger","25"
"VERTEX2","QRElement","509"
"VERTEX2","BigInteger","25"
"VERTEX4","QRElement","509"
"VERTEX4","BigInteger","25"
"VERTEX58","QRElement","512"
"VERTEX58","BigInteger","25"
"VERTEX75","QRElement","509"
"VERTEX75","BigInteger","25"
"VERTEX45","QRElement","512"
"VERTEX45","BigInteger","25"
"VERTEX74","QRElement","512"
"VERTEX74","BigInteger","25"
"VERTEX50","QRElement","511"
"VERTEX50","BigInteger","26"
"VERTEX82","QRElement","512"
"VERTEX82","BigInteger","25"
"VERTEX72","QRElement","512"
"VERTEX72","BigInteger","25"
"VERTEX88","QRElement","511"
"VERTEX88","BigInteger","25"
"VERTEX70","QRElement","510"
"VERTEX70","BigInteger","25"
"VERTEX67","QRElement","511"
"VERTEX67","BigInteger","25"
"VERTEX77","QRElement","512"
"VERTEX77","BigInteger","25"
"EDGE300","QRElement","512"
"EDGE300","BigInteger","33"
"EDGE206","QRElement","512"
"EDGE206","BigInteger","33"
"EDGE167","QRElement","512"
"EDGE167","BigInteger","33"
"EDGE333","QRElement","511"
"EDGE333","BigInteger","33"
"EDGE331","QRElement","510"
"EDGE331","BigInteger","33"
"EDGE219","QRElement","512"
"EDGE219","BigInteger","33"
"EDGE173","QRElement","509"
"EDGE173","BigInteger","33"
"EDGE110","QRElement","511"
"EDGE110","BigInteger","33"
"EDGE270","QRElement","512"
"EDGE270","BigInteger","33"
"EDGE181","QRElement","506"
"EDGE181","BigInteger","33"
"EDGE246","QRElement","511"
"EDGE246","BigInteger","33"
"EDGE139","QRElement","511"
"EDGE139","BigInteger","33"
"EDGE339","QRElement","510"
"EDGE339","BigInteger","33"
"EDGE358","QRElement","509"
"EDGE358","BigInteger","33"
"EDGE162","QRElement","511"
"EDGE162","BigInteger","33"
"EDGE314","QRElement","512"
"EDGE314","BigInteger","33"
"EDGE273","QRElement","507"
"EDGE273","BigInteger","33"
"EDGE113","QRElement","512"
"EDGE113","BigInteger","33"
"EDGE345","QRElement","512"
"EDGE345","BigInteger","33"
"EDGE164","QRElement","511"
"EDGE164","BigInteger","33"
"EDGE150","QRElement","506"
"EDGE150","BigInteger","33"
"EDGE132","QRElement","507"
"EDGE132","BigInteger","33"
"EDGE190","QRElement","512"
"EDGE190","BigInteger","33"
"EDGE104","QRElement","512"
"EDGE104","BigInteger","33"
"EDGE308","QRElement","507"
"EDGE308","BigInteger","33"
"EDGE242","QRElement","512"
"EDGE242","BigInteger","33"
"EDGE227","QRElement","511"
"EDGE227","BigInteger","33"
"EDGE147","QRElement","510"
"EDGE147","BigInteger","33"
"EDGE361","QRElement","506"
"EDGE361","BigInteger","33"
"EDGE235","QRElement","511"
"EDGE235","BigInteger","33"
"EDGE352","QRElement","512"
"EDGE352","BigInteger","33"
"EDGE373","QRElement","510"
"EDGE373","BigInteger","33"
"EDGE207","QRElement","499"
"EDGE207","BigInteger","33"
"EDGE249","QRElement","512"
"EDGE249","BigInteger","33"
"EDGE392","QRElement","511"
"EDGE392","BigInteger","33"
"EDGE142","QRElement","512"
"EDGE142","BigInteger","33"
"EDGE356","QRElement","511"
"EDGE356","BigInteger","33"
"EDGE370","QRElement","512"
"EDGE370","BigInteger","33"
"EDGE185","QRElement","512"
"EDGE185","BigInteger","33"
"EDGE172","QRElement","512"
"EDGE172","BigInteger","33"
"EDGE309","QRElement","511"
"EDGE309","BigInteger","33"
"EDGE396","QRElement","510"
"EDGE396","BigInteger","33"
"EDGE231","QRElement","512"
"EDGE231","BigInteger","33"
"EDGE248","QRElement","509"
"EDGE248","BigInteger","33"
"EDGE368","QRElement","512"
"EDGE368","BigInteger","33"
"EDGE271","QRElement","512"
"EDGE271","BigInteger","33"
"EDGE131","QRElement","512"
"EDGE131","BigInteger","33"
"EDGE332","QRElement","511"
"EDGE332","BigInteger","33"
"EDGE326","QRElement","511"
"EDGE326","BigInteger","33"
"EDGE191","QRElement","512"
"EDGE191","BigInteger","33"
"EDGE385","QRElement","511"
"EDGE385","BigInteger","33"
"EDGE160","QRElement","512"
"EDGE160","BigInteger","33"
"EDGE199","QRElement","511"
"EDGE199","BigInteger","33"
"EDGE353","QRElement","512"
"EDGE353","BigInteger","33"
"EDGE324","QRElement","511"
"EDGE324","BigInteger","33"
"EDGE294","QRElement","512"
"EDGE294","BigInteger","33"
"EDGE203","QRElement","510"
"EDGE203","BigInteger","33"
"EDGE284","QRElement","512"
"EDGE284","BigInteger","33"
"EDGE133","QRElement","507"
"EDGE133","BigInteger","33"
"EDGE215","QRElement","511"
"EDGE215","BigInteger","33"
"EDGE304","QRElement","512"
"EDGE304","BigInteger","33"
"EDGE157","QRElement","512"
"EDGE157","BigInteger","33"
"EDGE282","QRElement","511"
"EDGE282","BigInteger","33"
"EDGE272","QRElement","512"
"EDGE272","BigInteger","33"
"EDGE101","QRElement","512"
"EDGE101","BigInteger","33"
"EDGE171","QRElement","510"
"EDGE171","BigInteger","33"
"EDGE338","QRElement","512"
"EDGE338","BigInteger","33"
"EDGE121","QRElement","511"
"EDGE121","BigInteger","33"
"EDGE141","QRElement","511"
"EDGE141","BigInteger","33"
"EDGE151","QRElement","512"
"EDGE151","BigInteger","33"
"EDGE375","QRElement","511"
"EDGE375","BigInteger","33"
"EDGE213","QRElement","512"
"EDGE213","BigInteger","33"
"EDGE355","QRElement","511"
"EDGE355","BigInteger","33"
"EDGE127","QRElement","511"
"EDGE127","BigInteger","33"
"EDGE360","QRElement","508"
"EDGE360","BigInteger","33"
"EDGE161","QRElement","500"
"EDGE161","BigInteger","33"
"EDGE306","QRElement","511"
"EDGE306","BigInteger","33"
"EDGE253","QRElement","512"
"EDGE253","BigInteger","33"
"EDGE329","QRElement","512"
"EDGE329","BigInteger","33"
"EDGE103","QRElement","511"
"EDGE103","BigInteger","33"
"EDGE153","QRElement","512"
"EDGE153","BigInteger","33"
"EDGE119","QRElement","512"
"EDGE119","BigInteger","33"
"EDGE178","QRElement","512"
"EDGE178","BigInteger","33"
"EDGE102","QRElement","512"
"EDGE102","BigInteger","33"
"EDGE369","QRElement","509"
"EDGE369","BigInteger","33"
"EDGE321","QRElement","510"
"EDGE321","BigInteger","33"
"EDGE395","QRElement","511"
"EDGE395","BigInteger","33"
"EDGE346","QRElement","511"
"EDGE346","BigInteger","33"
"EDGE386","QRElement","511"
"EDGE386","BigInteger","33"
"EDGE379","QRElement","512"
"EDGE379","BigInteger","33"
"EDGE217","QRElement","512"
"EDGE217","BigInteger","33"
"EDGE393","QRElement","512"
"EDGE393","BigInteger","33"
"EDGE391","QRElement","511"
"EDGE391","BigInteger","33"
"EDGE323","QRElement","512"
"EDGE323","BigInteger","33"
"EDGE124","QRElement","512"
"EDGE124","BigInteger","33"
"EDGE327","QRElement","512"
"EDGE327","BigInteger","33"
"URN:proofsignature.A","QRElement","511"
"URN:P_2.hatd","BigInteger","510"
"URN:P_2.cPrime","BigInteger","256"
"URN:proofsignature.vPrimePrime","BigInteger","2724"
"URN:proofsignature.e","BigInteger","597"
"VERTEX78","QRElement","512"
"VERTEX78","BigInteger","25"
"VERTEX18","QRElement","512"
"VERTEX18","BigInteger","25"
"VERTEX61","QRElement","509"
"VERTEX61","BigInteger","25"
"VERTEX40","QRElement","509"
"VERTEX40","BigInteger","25"
"VERTEX97","QRElement","512"
"VERTEX97","BigInteger","25"
"VERTEX48","QRElement","510"
"VERTEX48","BigInteger","25"
"VERTEX92","QRElement","508"
"VERTEX92","BigInteger","25"
"VERTEX26","QRElement","511"
"VERTEX26","BigInteger","25"
"VERTEX30","QRElement","510"
"VERTEX30","BigInteger","25"
"VERTEX7","QRElement","511"
"VERTEX7","BigInteger","25"
"VERTEX96","QRElement","512"
"VERTEX96","BigInteger","25"
"VERTEX60","QRElement","508"
"VERTEX60","BigInteger","26"
"VERTEX57","QRElement","511"
"VERTEX57","BigInteger","25"
"VERTEX44","QRElement","512"
"VERTEX44","BigInteger","25"
"VERTEX15","QRElement","510"
"VERTEX15","BigInteger","25"
"VERTEX63","QRElement","508"
"VERTEX63","BigInteger","25"
"VERTEX66","QRElement","507"
"VERTEX66","BigInteger","26"
"VERTEX5","QRElement","512"
"VERTEX5","BigInteger","25"
"VERTEX38","QRElement","511"
"VERTEX38","BigInteger","25"
"VERTEX51","QRElement","511"
"VERTEX51","BigInteger","26"
"VERTEX36","QRElement","508"
"VERTEX36","BigInteger","26"
"VERTEX87","QRElement","511"
"VERTEX87","BigInteger","25"
"VERTEX12","QRElement","510"
"VERTEX12","BigInteger","25"
"VERTEX34","QRElement","511"
"VERTEX34","BigInteger","25"
"VERTEX64","QRElement","511"
"VERTEX64","BigInteger","25"
"VERTEX49","QRElement","512"
"VERTEX49","BigInteger","25"
"VERTEX24","QRElement","512"
"VERTEX24","BigInteger","25"
"VERTEX13","QRElement","511"
"VERTEX13","BigInteger","25"
"VERTEX23","QRElement","510"
"VERTEX23","BigInteger","25"
"VERTEX69","QRElement","511"
"VERTEX69","BigInteger","25"
"VERTEX8","QRElement","512"
"VERTEX8","BigInteger","25"
"VERTEX43","QRElement","512"
"VERTEX43","BigInteger","25"
"VERTEX46","QRElement","512"
"VERTEX46","BigInteger","25"
"VERTEX47","QRElement","512"
"VERTEX47","BigInteger","26"
"VERTEX41","QRElement","508"
"VERTEX41","BigInteger","26"
"VERTEX19","QRElement","510"
"VERTEX19","BigInteger","25"
"VERTEX27","QRElement","512"
"VERTEX27","BigInteger","25"
"VERTEX2","QRElement","509"
"VERTEX2","BigInteger","25"
"VERTEX4","QRElement","509"
"VERTEX4","BigInteger","25"
"VERTEX58","QRElement","512"
"VERTEX58","BigInteger","25"
"VERTEX75","QRElement","509"
"VERTEX75","BigInteger","25"
"VERTEX45","QRElement","512"
"VERTEX45","BigInteger","25"
"VERTEX74","QRElement","512"
"VERTEX74","BigInteger","25"
"VERTEX50","QRElement","511"
"VERTEX50","BigInteger","26"
"VERTEX82","QRElement","512"
"VERTEX82","BigInteger","25"
"VERTEX72","QRElement","512"
"VERTEX72","BigInteger","25"
"VERTEX88","QRElement","511"
"VERTEX88","BigInteger","25"
"VERTEX70","QRElement","510"
"VERTEX70","BigInteger","25"
"VERTEX67","QRElement","511"
"VERTEX67","BigInteger","25"
"VERTEX77","QRElement","512"
"VERTEX77","BigInteger","25"
"EDGE300","QRElement","512"
"EDGE300","BigInteger","33"
"EDGE206","QRElement","512"
"EDGE206","BigInteger","33"
"EDGE167","QRElement","512"
"EDGE167","BigInteger","33"
"EDGE333","QRElement","511"
"EDGE333","BigInteger","33"
"EDGE331","QRElement","510"
"EDGE331","BigInteger","33"
"EDGE219","QRElement","512"
"EDGE219","BigInteger","33"
"EDGE173","QRElement","509"
"EDGE173","BigInteger","33"
"EDGE110","QRElement","511"
"EDGE110","BigInteger","33"
"EDGE270","QRElement","512"
"EDGE270","BigInteger","33"
"EDGE181","QRElement","506"
"EDGE181","BigInteger","33"
"EDGE246","QRElement","511"
"EDGE246","BigInteger","33"
"EDGE139","QRElement","511"
"EDGE139","BigInteger","33"
"EDGE339","QRElement","510"
"EDGE339","BigInteger","33"
"EDGE358","QRElement","509"
"EDGE358","BigInteger","33"
"EDGE162","QRElement","511"
"EDGE162","BigInteger","33"
"EDGE314","QRElement","512"
"EDGE314","BigInteger","33"
"EDGE273","QRElement","507"
"EDGE273","BigInteger","33"
"EDGE113","QRElement","512"
"EDGE113","BigInteger","33"
"EDGE345","QRElement","512"
"EDGE345","BigInteger","33"
"EDGE164","QRElement","511"
"EDGE164","BigInteger","33"
"EDGE150","QRElement","506"
"EDGE150","BigInteger","33"
"EDGE132","QRElement","507"
"EDGE132","BigInteger","33"
"EDGE190","QRElement","512"
"EDGE190","BigInteger","33"
"EDGE104","QRElement","512"
"EDGE104","BigInteger","33"
"EDGE308","QRElement","507"
"EDGE308","BigInteger","33"
"EDGE242","QRElement","512"
"EDGE242","BigInteger","33"
"EDGE227","QRElement","511"
"EDGE227","BigInteger","33"
"EDGE147","QRElement","510"
"EDGE147","BigInteger","33"
"EDGE361","QRElement","506"
"EDGE361","BigInteger","33"
"EDGE235","QRElement","511"
"EDGE235","BigInteger","33"
"EDGE352","QRElement","512"
"EDGE352","BigInteger","33"
"EDGE373","QRElement","510"
"EDGE373","BigInteger","33"
"EDGE207","QRElement","499"
"EDGE207","BigInteger","33"
"EDGE249","QRElement","512"
"EDGE249","BigInteger","33"
"EDGE392","QRElement","511"
"EDGE392","BigInteger","33"
"EDGE142","QRElement","512"
"EDGE142","BigInteger","33"
"EDGE356","QRElement","511"
"EDGE356","BigInteger","33"
"EDGE370","QRElement","512"
"EDGE370","BigInteger","33"
"EDGE185","QRElement","512"
"EDGE185","BigInteger","33"
"EDGE172","QRElement","512"
"EDGE172","BigInteger","33"
"EDGE309","QRElement","511"
"EDGE309","BigInteger","33"
"EDGE396","QRElement","510"
"EDGE396","BigInteger","33"
"EDGE231","QRElement","512"
"EDGE231","BigInteger","33"
"EDGE248","QRElement","509"
"EDGE248","BigInteger","33"
"EDGE368","QRElement","512"
"EDGE368","BigInteger","33"
"EDGE271","QRElement","512"
"EDGE271","BigInteger","33"
"EDGE131","QRElement","512"
"EDGE131","BigInteger","33"
"EDGE332","QRElement","511"
"EDGE332","BigInteger","33"
"EDGE326","QRElement","511"
"EDGE326","BigInteger","33"
"EDGE191","QRElement","512"
"EDGE191","BigInteger","33"
"EDGE385","QRElement","511"
"EDGE385","BigInteger","33"
"EDGE160","QRElement","512"
"EDGE160","BigInteger","33"
"EDGE199","QRElement","511"
"EDGE199","BigInteger","33"
"EDGE353","QRElement","512"
"EDGE353","BigInteger","33"
"EDGE324","QRElement","511"
"EDGE324","BigInteger","33"
"EDGE294","QRElement","512"
"EDGE294","BigInteger","33"
"EDGE203","QRElement","510"
"EDGE203","BigInteger","33"
"EDGE284","QRElement","512"
"EDGE284","BigInteger","33"
"EDGE133","QRElement","507"
"EDGE133","BigInteger","33"
"EDGE215","QRElement","511"
"EDGE215","BigInteger","33"
"EDGE304","QRElement","512"
"EDGE304","BigInteger","33"
"EDGE157","QRElement","512"
"EDGE157","BigInteger","33"
"EDGE282","QRElement","511"
"EDGE282","BigInteger","33"
"EDGE272","QRElement","512"
"EDGE272","BigInteger","33"
"EDGE101","QRElement","512"
"EDGE101","BigInteger","33"
"EDGE171","QRElement","510"
"EDGE171","BigInteger","33"
"EDGE338","QRElement","512"
"EDGE338","BigInteger","33"
"EDGE121","QRElement","511"
"EDGE121","BigInteger","33"
"EDGE141","QRElement","511"
"EDGE141","BigInteger","33"
"EDGE151","QRElement","512"
"EDGE151","BigInteger","33"
"EDGE375","QRElement","511"
"EDGE375","BigInteger","33"
"EDGE213","QRElement","512"
"EDGE213","BigInteger","33"
"EDGE355","QRElement","511"
"EDGE355","BigInteger","33"
"EDGE127","QRElement","511"
"EDGE127","BigInteger","33"
"EDGE360","QRElement","508"
"EDGE360","BigInteger","33"
"EDGE161","QRElement","500"
"EDGE161","BigInteger","33"
"EDGE306","QRElement","511"
"EDGE306","BigInteger","33"
"EDGE253","QRElement","512"
"EDGE253","BigInteger","33"
"EDGE329","QRElement","512"
"EDGE329","BigInteger","33"
"EDGE103","QRElement","511"
"EDGE103","BigInteger","33"
"EDGE153","QRElement","512"
"EDGE153","BigInteger","33"
"EDGE119","QRElement","512"
"EDGE119","BigInteger","33"
"EDGE178","QRElement","512"
"EDGE178","BigInteger","33"
"EDGE102","QRElement","512"
"EDGE102","BigInteger","33"
"EDGE369","QRElement","509"
"EDGE369","BigInteger","33"
"EDGE321","QRElement","510"
"EDGE321","BigInteger","33"
"EDGE395","QRElement","511"
"EDGE395","BigInteger","33"
"EDGE346","QRElement","511"
"EDGE346","BigInteger","33"
"EDGE386","QRElement","511"
"EDGE386","BigInteger","33"
"EDGE379","QRElement","512"
"EDGE379","BigInteger","33"
"EDGE217","QRElement","512"
"EDGE217","BigInteger","33"
"EDGE393","QRElement","512"
"EDGE393","BigInteger","33"
"EDGE391","QRElement","511"
"EDGE391","BigInteger","33"
"EDGE323","QRElement","512"
"EDGE323","BigInteger","33"
"EDGE124","QRElement","512"
"EDGE124","BigInteger","33"
"EDGE327","QRElement","512"
"EDGE327","BigInteger","33"
