"URN","ClassName","Bitlength"
"VERTEX71","QRElement","511"
"VERTEX71","BigInteger","25"
"VERTEX54","QRElement","511"
"VERTEX54","BigInteger","25"
"VERTEX81","QRElement","509"
"VERTEX81","BigInteger","25"
"VERTEX21","QRElement","510"
"VERTEX21","BigInteger","25"
"VERTEX27","QRElement","512"
"VERTEX27","BigInteger","25"
"VERTEX4","QRElement","509"
"VERTEX4","BigInteger","25"
"VERTEX23","QRElement","510"
"VERTEX23","BigInteger","25"
"VERTEX53","QRElement","512"
"VERTEX53","BigInteger","25"
"VERTEX31","QRElement","511"
"VERTEX31","BigInteger","25"
"VERTEX83","QRElement","512"
"VERTEX83","BigInteger","25"
"VERTEX94","QRElement","512"
"VERTEX94","BigInteger","25"
"VERTEX50","QRElement","511"
"VERTEX50","BigInteger","26"
"VERTEX14","QRElement","512"
"VERTEX14","BigInteger","25"
"VERTEX66","QRElement","507"
"VERTEX66","BigInteger","25"
"VERTEX90","QRElement","511"
"VERTEX90","BigInteger","25"
"VERTEX13","QRElement","511"
"VERTEX13","BigInteger","25"
"VERTEX33","QRElement","512"
"VERTEX33","BigInteger","26"
"VERTEX77","QRElement","512"
"VERTEX77","BigInteger","25"
"VERTEX76","QRElement","510"
"VERTEX76","BigInteger","25"
"VERTEX16","QRElement","511"
"VERTEX16","BigInteger","26"
"VERTEX9","QRElement","509"
"VERTEX9","BigInteger","26"
"VERTEX41","QRElement","508"
"VERTEX41","BigInteger","25"
"VERTEX29","QRElement","511"
"VERTEX29","BigInteger","25"
"VERTEX8","QRElement","512"
"VERTEX8","BigInteger","25"
"VERTEX3","QRElement","512"
"VERTEX3","BigInteger","25"
"VERTEX88","QRElement","511"
"VERTEX88","BigInteger","25"
"VERTEX98","QRElement","512"
"VERTEX98","BigInteger","25"
"VERTEX48","QRElement","510"
"VERTEX48","BigInteger","25"
"VERTEX55","QRElement","512"
"VERTEX55","BigInteger","25"
"VERTEX12","QRElement","510"
"VERTEX12","BigInteger","25"
"VERTEX60","QRElement","508"
"VERTEX60","BigInteger","25"
"VERTEX1","QRElement","511"
"VERTEX1","BigInteger","25"
"VERTEX20","QRElement","510"
"VERTEX20","BigInteger","25"
"VERTEX2","QRElement","509"
"VERTEX2","BigInteger","26"
"VERTEX74","QRElement","512"
"VERTEX74","BigInteger","26"
"VERTEX69","QRElement","511"
"VERTEX69","BigInteger","25"
"VERTEX42","QRElement","512"
"VERTEX42","BigInteger","25"
"VERTEX93","QRElement","511"
"VERTEX93","BigInteger","25"
"VERTEX24","QRElement","512"
"VERTEX24","BigInteger","25"
"VERTEX64","QRElement","511"
"VERTEX64","BigInteger","25"
"VERTEX89","QRElement","511"
"VERTEX89","BigInteger","25"
"VERTEX72","QRElement","512"
"VERTEX72","BigInteger","25"
"VERTEX10","QRElement","512"
"VERTEX10","BigInteger","25"
"VERTEX96","QRElement","512"
"VERTEX96","BigInteger","26"
"VERTEX45","QRElement","512"
"VERTEX45","BigInteger","25"
"VERTEX47","QRElement","512"
"VERTEX47","BigInteger","25"
"VERTEX15","QRElement","510"
"VERTEX15","BigInteger","25"
"VERTEX22","QRElement","512"
"VERTEX22","BigInteger","25"
"VERTEX59","QRElement","509"
"VERTEX59","BigInteger","25"
"VERTEX67","QRElement","511"
"VERTEX67","BigInteger","25"
"EDGE129","QRElement","509"
"EDGE129","BigInteger","33"
"EDGE139","QRElement","511"
"EDGE139","BigInteger","33"
"EDGE346","QRElement","511"
"EDGE346","BigInteger","33"
"EDGE279","QRElement","512"
"EDGE279","BigInteger","33"
"EDGE342","QRElement","512"
"EDGE342","BigInteger","33"
"EDGE348","QRElement","512"
"EDGE348","BigInteger","33"
"EDGE102","QRElement","512"
"EDGE102","BigInteger","33"
"EDGE213","QRElement","512"
"EDGE213","BigInteger","33"
"EDGE262","QRElement","512"
"EDGE262","BigInteger","33"
"EDGE288","QRElement","512"
"EDGE288","BigInteger","33"
"EDGE336","QRElement","512"
"EDGE336","BigInteger","33"
"EDGE215","QRElement","511"
"EDGE215","BigInteger","33"
"EDGE186","QRElement","512"
"EDGE186","BigInteger","33"
"EDGE202","QRElement","511"
"EDGE202","BigInteger","33"
"EDGE245","QRElement","512"
"EDGE245","BigInteger","33"
